topic,entity_pair_id,conjunctA,conjunctB,ordering,cell,labelA,labelB,and_row_index,or_row_index,and_statement,or_statement,atomic_union_score_and,atomic_union_score_or,atomic_union_delta_OR_AND,compound_trained_score_and,compound_trained_score_or,compound_trained_delta_OR_AND,and_partition,or_partition
sp_en_trans,"sp_en_trans::[""ballena"",""vender""]",The Spanish word 'ballena' means 'rose'.,The Spanish word 'vender' means 'to sell'.,BA,FT,0,1,7452,1349,The Spanish word 'vender' means 'to sell' and the Spanish word 'ballena' means 'rose'.,The Spanish word 'vender' means 'to sell' or the Spanish word 'ballena' means 'rose'.,0.0299578218203144,-2.0243243117041345,-2.054282133524449,-9.18660582760108,13.318354770079914,22.50496059768099,train,train
element_symb,"element_symb::[""Bismuth"",""Oxygen""]",Bismuth has the symbol Tl.,Oxygen has the symbol O.,BA,FT,0,1,1350,3186,Oxygen has the symbol O and Bismuth has the symbol Tl.,Oxygen has the symbol O or Bismuth has the symbol Tl.,-2.1498403835426387,4.656744189063599,6.806584572606238,-7.204446133507671,11.11535549091339,18.31980162442106,train,train
cities,"cities::[""Osaka"",""Rizhao""]",The city of Osaka is in Japan.,The city of Rizhao is in China.,BA,TT,1,1,2923,1351,The city of Rizhao is in China and the city of Osaka is in Japan.,The city of Rizhao is in China or the city of Osaka is in Japan.,10.881516947743943,4.075304302616063,-6.80621264512788,13.118278802047408,24.531500377209344,11.413221575161936,train,train
element_symb,"element_symb::[""Lanthanum"",""Technetium""]",Lanthanum has the symbol La.,Technetium has the symbol Pb.,BA,TF,1,0,7707,1353,Technetium has the symbol Pb and Lanthanum has the symbol La.,Technetium has the symbol Pb or Lanthanum has the symbol La.,-4.371125597958381,-7.540452480594409,-3.169326882636028,-9.540034089786927,1.2431431771751125,10.783177266962038,test,test
element_symb,"element_symb::[""Platinum"",""Rhenium""]",Platinum has the symbol S.,Rhenium has the symbol Pb.,BA,FF,0,0,1354,5317,Rhenium has the symbol Pb and Platinum has the symbol S.,Rhenium has the symbol Pb or Platinum has the symbol S.,-1.80087429707355,-5.545915321331901,-3.7450410242583505,-27.931298688993945,-9.08780282250053,18.843495866493413,train,train
animal_class,"animal_class::[""goat"",""narwhal""]",The goat is a reptile.,The narwhal is a mammal.,BA,FT,0,1,5484,1355,The narwhal is a mammal and the goat is a reptile.,The narwhal is a mammal or the goat is a reptile.,2.669404201284575,3.401011638373964,0.731607437089389,-12.265819927058864,12.461341234122571,24.727161161181435,train,train
cities,"cities::[""Oklahoma City"",""Shizuoka""]",The city of Oklahoma City is in Thailand.,The city of Shizuoka is in the Democratic Republic of the Congo.,AB,FF,0,0,1356,6382,The city of Oklahoma City is in Thailand and the city of Shizuoka is in the Democratic Republic of the Congo.,The city of Oklahoma City is in Thailand or the city of Shizuoka is in the Democratic Republic of the Congo.,-0.1429584023523489,3.737683937971422,3.880642340323771,-29.949084180589868,-7.028635309174226,22.92044887141564,train,train
animal_class,"animal_class::[""gazelle"",""sparrow""]",The sparrow is a bird.,The gazelle is a mammal.,AB,TT,1,1,6185,1357,The sparrow is a bird and the gazelle is a mammal.,The sparrow is a bird or the gazelle is a mammal.,13.5100453445951,4.775644495488514,-8.734400849106587,7.0193579677246785,21.30902600500861,14.289668037283933,test,test
animal_class,"animal_class::[""chimpanzee"",""goat""]",The goat is a mammal.,The chimpanzee is a mammal.,BA,TT,1,1,1358,2879,The chimpanzee is a mammal and the goat is a mammal.,The chimpanzee is a mammal or the goat is a mammal.,13.859962610931314,3.7478332704944313,-10.112129340436883,11.83518771369282,13.230630073273762,1.395442359580942,train,train
cities,"cities::[""Bhopal"",""Kisangani""]",The city of Bhopal is in Iraq.,The city of Kisangani is in Senegal.,AB,FF,0,0,3813,1359,The city of Bhopal is in Iraq and the city of Kisangani is in Senegal.,The city of Bhopal is in Iraq or the city of Kisangani is in Senegal.,-0.600596593447305,1.4774239220138936,2.0780205154611986,-26.76192492573522,-3.1028293269216602,23.659095598813558,test,test
cities,"cities::[""Nanchang"",""Santiago de los Caballeros""]",The city of Santiago de los Caballeros is in China.,The city of Nanchang is in Burundi.,AB,FF,0,0,1450,1360,The city of Santiago de los Caballeros is in China and the city of Nanchang is in Burundi.,The city of Santiago de los Caballeros is in China or the city of Nanchang is in Burundi.,-2.8384753971135854,6.308693849093184,9.147169246206769,-37.84521783646278,-12.056246381710752,25.78897145475203,train,train
sp_en_trans,"sp_en_trans::[""imaginar"",""pero""]",The Spanish word 'pero' means 'but'.,The Spanish word 'imaginar' means 'star'.,BA,TF,1,0,4776,1361,The Spanish word 'imaginar' means 'star' and the Spanish word 'pero' means 'but'.,The Spanish word 'imaginar' means 'star' or the Spanish word 'pero' means 'but'.,6.064089711834563,-0.6559280959017713,-6.720017807736334,-8.97502557825813,11.455576141699254,20.430601719957384,train,train
element_symb,"element_symb::[""Phosphorus"",""Strontium""]",Phosphorus has the symbol Se.,Strontium has the symbol I.,AB,FF,0,0,7072,1362,Phosphorus has the symbol Se and Strontium has the symbol I.,Phosphorus has the symbol Se or Strontium has the symbol I.,-4.861963476180581,-2.770482297181431,2.0914811789991496,-22.42256938992291,-6.156513081774739,16.26605630814817,train,train
inventors,"inventors::[""Godfrey Hounsfield"",""James Hargreaves""]",Godfrey Hounsfield lived in the U.K.,James Hargreaves lived in Japan.,BA,TF,1,0,4779,1363,James Hargreaves lived in Japan and Godfrey Hounsfield lived in the U.K.,James Hargreaves lived in Japan or Godfrey Hounsfield lived in the U.K.,7.076909216541113,3.599794378864938,-3.477114837676175,-9.264609225236477,8.751557885462617,18.016167110699094,train,train
sp_en_trans,"sp_en_trans::[""madre"",""mapa""]",The Spanish word 'madre' means 'neighbor'.,The Spanish word 'mapa' means 'to swim'.,BA,FF,0,0,3501,1365,The Spanish word 'mapa' means 'to swim' and the Spanish word 'madre' means 'neighbor'.,The Spanish word 'mapa' means 'to swim' or the Spanish word 'madre' means 'neighbor'.,-0.7575222574350367,-5.249351797674217,-4.491829540239181,-26.295481124394566,-6.1949189689036634,20.100562155490902,train,train
element_symb,"element_symb::[""Cadmium"",""Cerium""]",Cadmium has the symbol Pr.,Cerium has the symbol I.,AB,FF,0,0,3829,1366,Cadmium has the symbol Pr and Cerium has the symbol I.,Cadmium has the symbol Pr or Cerium has the symbol I.,-7.681565347117642,-9.06844668628978,-1.3868813391721382,-26.46018640185922,-12.35254317129016,14.107643230569062,test,test
animal_class,"animal_class::[""hedgehog"",""lion""]",The hedgehog is a mammal.,The lion is a cnidarian.,AB,TF,1,0,1367,6002,The hedgehog is a mammal and the lion is a cnidarian.,The hedgehog is a mammal or the lion is a cnidarian.,2.689585179612992,5.855818124922909,3.1662329453099165,-9.359254231612374,12.248468900460075,21.60772313207245,train,train
cities,"cities::[""Santo Domingo Oeste"",""Uberlandia""]",The city of Uberlandia is in Brazil.,The city of Santo Domingo Oeste is in the Dominican Republic.,AB,TT,1,1,1368,2961,The city of Uberlandia is in Brazil and the city of Santo Domingo Oeste is in the Dominican Republic.,The city of Uberlandia is in Brazil or the city of Santo Domingo Oeste is in the Dominican Republic.,9.450365784390062,1.421572908709276,-8.028792875680786,9.100003918506449,20.71019518685999,11.610191268353542,train,train
element_symb,"element_symb::[""Cerium"",""Thallium""]",Cerium has the symbol Ce.,Thallium has the symbol Tl.,AB,TT,1,1,2649,1369,Cerium has the symbol Ce and Thallium has the symbol Tl.,Cerium has the symbol Ce or Thallium has the symbol Tl.,6.226663912229227,4.224413154831148,-2.0022507573980786,7.416629840743989,20.1026204037852,12.68599056304121,train,train
inventors,"inventors::[""Emile Berliner"",""Michael Faraday""]",Michael Faraday lived in the U.K.,Emile Berliner lived in Japan.,AB,TF,1,0,6799,1370,Michael Faraday lived in the U.K and Emile Berliner lived in Japan.,Michael Faraday lived in the U.K or Emile Berliner lived in Japan.,4.542409316967962,1.4995576940835234,-3.042851622884439,-13.136549522856951,7.661420246922462,20.797969769779414,train,train
animal_class,"animal_class::[""hummingbird"",""peacock""]",The hummingbird is a crustacean.,The peacock is a insect.,AB,FF,0,0,1372,4562,The hummingbird is a crustacean and the peacock is a insect.,The hummingbird is a crustacean or the peacock is a insect.,6.186631573308508,-0.4935315449814315,-6.68016311828994,-25.474663650207813,-6.133158578825484,19.34150507138233,train,train
inventors,"inventors::[""Herbert Akroyd Stuart"",""Ralph H. Baer""]",Ralph H. Baer lived in Finland.,Herbert Akroyd Stuart lived in England.,AB,FT,0,1,1373,3726,Ralph H. Baer lived in Finland and Herbert Akroyd Stuart lived in England.,Ralph H. Baer lived in Finland or Herbert Akroyd Stuart lived in England.,13.824311493002988,6.810144475747766,-7.014167017255222,-7.559640131552423,5.773276443844379,13.332916575396801,train,train
inventors,"inventors::[""Linus Torvalds"",""Paul Gottlieb Nipkow""]",Linus Torvalds lived in Finland.,Paul Gottlieb Nipkow lived in Germany.,BA,TT,1,1,1374,3827,Paul Gottlieb Nipkow lived in Germany and Linus Torvalds lived in Finland.,Paul Gottlieb Nipkow lived in Germany or Linus Torvalds lived in Finland.,12.604253127986407,8.350066254635479,-4.254186873350928,4.580338397045297,17.36810947880077,12.787771081755471,test,test
inventors,"inventors::[""Robert Chesebrough"",""Vint Cerf""]",Robert Chesebrough lived in Croatia.,Vint Cerf lived in the U.S.,AB,FT,0,1,1375,5623,Robert Chesebrough lived in Croatia and Vint Cerf lived in the U.S.,Robert Chesebrough lived in Croatia or Vint Cerf lived in the U.S.,6.176164918764678,-1.1765682970642288,-7.352733215828907,-6.689644863424845,6.663431062242292,13.353075925667138,train,train
sp_en_trans,"sp_en_trans::[""familia"",""vender""]",The Spanish word 'vender' means 'son'.,The Spanish word 'familia' means 'family'.,AB,FT,0,1,1376,5504,The Spanish word 'vender' means 'son' and the Spanish word 'familia' means 'family'.,The Spanish word 'vender' means 'son' or the Spanish word 'familia' means 'family'.,-0.0888953249678667,-4.075629098860377,-3.98673377389251,-14.939437625165828,6.106555637229086,21.045993262394916,test,test
element_symb,"element_symb::[""Chromium"",""Selenium""]",Selenium has the symbol Po.,Chromium has the symbol Rb.,AB,FF,0,0,1377,6553,Selenium has the symbol Po and Chromium has the symbol Rb.,Selenium has the symbol Po or Chromium has the symbol Rb.,-8.653529610798701,-8.412366573513458,0.2411630372852435,-20.39886196049037,-4.475079144843063,15.923782815647305,train,train
inventors,"inventors::[""Luther George Simjian"",""Richard Trevithick""]",Richard Trevithick lived in Hungary/the U.S.,Luther George Simjian lived in Turkey/the U.S.,BA,FT,0,1,3719,1378,Luther George Simjian lived in Turkey/the U.S and Richard Trevithick lived in Hungary/the U.S.,Luther George Simjian lived in Turkey/the U.S or Richard Trevithick lived in Hungary/the U.S.,4.441602119133812,2.378874768214759,-2.0627273509190527,-20.828457423690093,1.7471697582633456,22.57562718195344,train,train
sp_en_trans,"sp_en_trans::[""elegir"",""suficiente""]",The Spanish word 'elegir' means 'to choose'.,The Spanish word 'suficiente' means 'tool'.,AB,TF,1,0,7056,1379,The Spanish word 'elegir' means 'to choose' and the Spanish word 'suficiente' means 'tool'.,The Spanish word 'elegir' means 'to choose' or the Spanish word 'suficiente' means 'tool'.,-1.891103142769941,-3.2114144936494373,-1.3203113508794964,-8.68417864866398,12.273385579108501,20.95756422777248,train,train
animal_class,"animal_class::[""flamingo"",""seagull""]",The flamingo is a bird.,The seagull is a bird.,BA,TT,1,1,1380,6898,The seagull is a bird and the flamingo is a bird.,The seagull is a bird or the flamingo is a bird.,14.700135742544076,7.230799040916352,-7.469336701627723,12.144901558363065,18.492463309492887,6.347561751129822,train,train
inventors,"inventors::[""Candace Pert"",""Clarence Birdseye""]",Clarence Birdseye lived in Croatia.,Candace Pert lived in Germany.,BA,FF,0,0,7777,1381,Candace Pert lived in Germany and Clarence Birdseye lived in Croatia.,Candace Pert lived in Germany or Clarence Birdseye lived in Croatia.,2.503748302280928,-1.2751997372454031,-3.7789480395263313,-23.16189288392739,-6.764247174314359,16.39764570961303,train,train
animal_class,"animal_class::[""hippopotamus"",""shark""]",The hippopotamus is a mollusk.,The shark is a fish.,BA,FT,0,1,1383,3540,The shark is a fish and the hippopotamus is a mollusk.,The shark is a fish or the hippopotamus is a mollusk.,-1.2090833765226725,2.5649596332045466,3.774043009727219,-15.92130927253176,3.8592436928609115,19.780552965392673,train,train
sp_en_trans,"sp_en_trans::[""higo"",""oscuro""]",The Spanish word 'oscuro' means 'to see'.,The Spanish word 'higo' means 'fig'.,AB,FT,0,1,2181,1385,The Spanish word 'oscuro' means 'to see' and the Spanish word 'higo' means 'fig'.,The Spanish word 'oscuro' means 'to see' or the Spanish word 'higo' means 'fig'.,0.7580382499551579,-4.624279131148503,-5.382317381103661,-8.647861062386287,5.2914395026818335,13.93930056506812,train,train
element_symb,"element_symb::[""Argon"",""Rhenium""]",Argon has the symbol Ar.,Rhenium has the symbol Pb.,AB,TF,1,0,1386,5723,Argon has the symbol Ar and Rhenium has the symbol Pb.,Argon has the symbol Ar or Rhenium has the symbol Pb.,-6.213705028184915,-9.007188913440325,-2.7934838852554105,-6.65500894433571,6.281073140114374,12.936082084450083,train,train
animal_class,"animal_class::[""horse"",""walrus""]",The horse is a mammal.,The walrus is a mammal.,AB,TT,1,1,1388,6916,The horse is a mammal and the walrus is a mammal.,The horse is a mammal or the walrus is a mammal.,12.58889347746437,2.7144229264822224,-9.87447055098215,9.276897397297608,10.041103191296697,0.7642057939990892,train,train
inventors,"inventors::[""James Murray Spangler"",""Percy Spencer""]",James Murray Spangler lived in the U.S.,Percy Spencer lived in the U.S.,AB,TT,1,1,2437,1389,James Murray Spangler lived in the U.S and Percy Spencer lived in the U.S.,James Murray Spangler lived in the U.S or Percy Spencer lived in the U.S.,14.428256715887771,6.621173281426406,-7.807083434461365,7.4002541221250935,8.321778460081962,0.9215243379568685,train,train
animal_class,"animal_class::[""peacock"",""salmon""]",The peacock is a insect.,The salmon is a crustacean.,AB,FF,0,0,1390,7081,The peacock is a insect and the salmon is a crustacean.,The peacock is a insect or the salmon is a crustacean.,1.945071505924887,1.5356594238983288,-0.4094120820265583,-21.32302486479444,-4.158873935586097,17.164150929208343,train,train
cities,"cities::[""Ganzhou"",""Yaounde""]",The city of Ganzhou is in China.,The city of Yaounde is in Cameroon.,BA,TT,1,1,4151,1391,The city of Yaounde is in Cameroon and the city of Ganzhou is in China.,The city of Yaounde is in Cameroon or the city of Ganzhou is in China.,12.127960704442271,4.795774438615233,-7.332186265827039,11.564322982377632,34.702648516065835,23.138325533688203,train,train
element_symb,"element_symb::[""Bromine"",""Potassium""]",Potassium has the symbol K.,Bromine has the symbol N.,BA,TF,1,0,1393,6929,Bromine has the symbol N and Potassium has the symbol K.,Bromine has the symbol N or Potassium has the symbol K.,-3.2438454473041034,-5.863598103894731,-2.6197526565906273,-10.631740673739408,3.6903622505072144,14.322102924246622,train,train
cities,"cities::[""Santo Domingo Oeste"",""Uberlandia""]",The city of Uberlandia is in Turkey.,The city of Santo Domingo Oeste is in Cameroon.,AB,FF,0,0,1394,5111,The city of Uberlandia is in Turkey and the city of Santo Domingo Oeste is in Cameroon.,The city of Uberlandia is in Turkey or the city of Santo Domingo Oeste is in Cameroon.,-0.871480639814072,3.403239961361833,4.274720601175905,-36.31043823305028,-6.946201609706089,29.36423662334419,train,train
animal_class,"animal_class::[""panda"",""rat""]",The panda is a mammal.,The rat is a arachnid.,AB,TF,1,0,2075,1395,The panda is a mammal and the rat is a arachnid.,The panda is a mammal or the rat is a arachnid.,0.2373070894731945,-2.634108181014307,-2.8714152704875016,-12.277143534238167,16.11290554244338,28.390049076681546,train,train
