topic,entity_pair_id,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering,global_truth,score_A,score_B,score_compound
inventors,"inventors::[""Edouard Benedictus"",""Evangelista Torricelli""]",Edouard Benedictus lived in England.,Evangelista Torricelli lived in Finland.,0,0,FF,and,BA,0,-7.9413458468144835,-11.418775483779955,0.09039724326587084
inventors,"inventors::[""Galileo Galilei"",""Shinya Yamanaka""]",Shinya Yamanaka lived in Japan.,Galileo Galilei lived in Austria.,1,0,TF,or,BA,1,9.681755865284892,-10.354370450247325,3.7382151194768873
animal_class,"animal_class::[""hedgehog"",""tiger""]",The hedgehog is a mammal.,The tiger is a mammal.,1,1,TT,or,BA,1,11.121685130367759,12.074780840064697,1.5905973396398503
sp_en_trans,"sp_en_trans::[""aceite"",""libre""]",The Spanish word 'libre' means 'free'.,The Spanish word 'aceite' means 'oil'.,1,1,TT,and,BA,1,11.8619279301145,5.9655573218847735,6.390725668143356
animal_class,"animal_class::[""cassowary"",""skunk""]",The skunk is a insect.,The cassowary is a bird.,0,1,FT,and,BA,0,-13.856376543474271,12.365622124967565,10.58281671099064
cities,"cities::[""Harbin"",""Sapporo""]",The city of Sapporo is in Tanzania.,The city of Harbin is in China.,0,1,FT,or,BA,1,-14.651972889792189,11.622527902514797,1.8355115356182612
cities,"cities::[""Maceio"",""Yerevan""]",The city of Yerevan is in Uganda.,The city of Maceio is in Brazil.,0,1,FT,or,BA,1,-15.804575269796823,8.869851117341268,1.8342088111847303
element_symb,"element_symb::[""Astatine"",""Palladium""]",Astatine has the symbol Ca.,Palladium has the symbol Ir.,0,0,FF,or,BA,0,-16.36817389633361,-8.998530170507776,-7.305298696145085
element_symb,"element_symb::[""Fluorine"",""Lithium""]",Fluorine has the symbol Pt.,Lithium has the symbol Li.,0,1,FT,or,AB,1,-13.920805090721105,6.298692495590542,-3.694455388275168
animal_class,"animal_class::[""hippopotamus"",""hummingbird""]",The hummingbird is a bird.,The hippopotamus is a mollusk.,1,0,TF,or,BA,1,8.67650955991027,-12.913983487337772,0.5073205907675291
animal_class,"animal_class::[""iguana"",""jellyfish""]",The jellyfish is a mammal.,The iguana is a reptile.,0,1,FT,and,AB,0,-9.166040481141637,16.639811050985053,0.879888551720466
element_symb,"element_symb::[""Platinum"",""Rhenium""]",Platinum has the symbol S.,Rhenium has the symbol Re.,0,1,FT,or,BA,1,-16.633431028366118,9.700338709071989,-7.283253632210593
inventors,"inventors::[""Igor Tamm"",""Whitcomb Judson""]",Whitcomb Judson lived in the U.S.,Igor Tamm lived in Russia.,1,1,TT,or,AB,1,10.399524024255186,13.31970928847032,-0.43853169067586784
animal_class,"animal_class::[""lion"",""tortoise""]",The tortoise is a reptile.,The lion is a cnidarian.,1,0,TF,and,BA,0,9.919014143920412,-14.681495675364546,0.8352934587578726
inventors,"inventors::[""Igor Tamm"",""Ralph H. Baer""]",Igor Tamm lived in Denmark.,Ralph H. Baer lived in the U.S.,0,1,FT,and,AB,0,-11.201197609687485,6.95010215871612,12.323107059146873
sp_en_trans,"sp_en_trans::[""isla"",""tres""]",The Spanish word 'tres' means 'three'.,The Spanish word 'isla' means 'island'.,1,1,TT,or,BA,1,7.790397589810254,8.332779503768682,5.262727780861708
cities,"cities::[""Indianapolis"",""San Miguel de Tucuman""]",The city of San Miguel de Tucuman is in Argentina.,The city of Indianapolis is in Egypt.,1,0,TF,or,AB,1,11.090073299652738,-15.600671157500871,3.5333545796716246
inventors,"inventors::[""Arthur Fry"",""Leon Theremin""]",Leon Theremin lived in Russia.,Arthur Fry lived in Croatia.,1,0,TF,and,BA,0,2.748607799879113,-10.206261508436866,6.423307849936845
element_symb,"element_symb::[""Actinium"",""Platinum""]",Platinum has the symbol S.,Actinium has the symbol Ac.,0,1,FT,and,BA,0,-16.633431028366118,6.860473521992435,-7.048346138159042
inventors,"inventors::[""Luther George Simjian"",""Richard Trevithick""]",Richard Trevithick lived in Hungary/the U.S.,Luther George Simjian lived in Hungary/the U.S.,0,0,FF,or,AB,0,-4.214627237616517,5.640188656657422,4.098721698872914
cities,"cities::[""Jamshedpur"",""Zapopan""]",The city of Jamshedpur is in India.,The city of Zapopan is in Burundi.,1,0,TF,or,AB,1,8.055300999952129,-6.884430973189787,1.1744001681841292
sp_en_trans,"sp_en_trans::[""mapa"",""potencia""]",The Spanish word 'potencia' means 'power'.,The Spanish word 'mapa' means 'to swim'.,1,0,TF,and,AB,0,8.377599865161638,-16.024636902242747,-4.757464875302752
animal_class,"animal_class::[""elephant"",""panda""]",The panda is a bird.,The elephant is a crustacean.,0,0,FF,or,AB,0,-8.555303763721978,-14.09041845173728,0.5958154833608376
cities,"cities::[""Indianapolis"",""San Miguel de Tucuman""]",The city of San Miguel de Tucuman is in Finland.,The city of Indianapolis is in the United States.,0,1,FT,or,BA,1,-10.332434870053925,12.053852483666248,2.893217732365323
inventors,"inventors::[""Sergey Brin and Larry Page"",""Willis Carrier""]",Willis Carrier lived in the U.S.,Sergey Brin and Larry Page lived in Hungary.,1,0,TF,and,AB,0,5.769706660057528,-13.95919497216636,-0.3284556858826182
sp_en_trans,"sp_en_trans::[""hablar"",""perro""]",The Spanish word 'hablar' means 'dictionary'.,The Spanish word 'perro' means 'dog'.,0,1,FT,and,AB,0,-13.939275052295324,8.079342519363635,0.6498544940587934
element_symb,"element_symb::[""Cesium"",""Thulium""]",Thulium has the symbol Tm.,Cesium has the symbol Cs.,1,1,TT,or,BA,1,5.19692864468289,8.917107221457277,4.9425024305599585
sp_en_trans,"sp_en_trans::[""elegir"",""suficiente""]",The Spanish word 'elegir' means 'to choose'.,The Spanish word 'suficiente' means 'enough'.,1,1,TT,and,BA,1,11.335985485529207,8.762509767010066,7.426090240133226
cities,"cities::[""Quzhou"",""Shah Alam""]",The city of Quzhou is in China.,The city of Shah Alam is in Malaysia.,1,1,TT,or,AB,1,10.594761537010648,11.599614036344867,4.7871830052804345
inventors,"inventors::[""Carl Elsener"",""Philipp Reis""]",Carl Elsener lived in the Netherlands.,Philipp Reis lived in Sweden/the U.S.,0,0,FF,or,AB,0,-9.40824044655981,-6.017006880337982,-3.902402701036518
sp_en_trans,"sp_en_trans::[""abrigo"",""pagar""]",The Spanish word 'abrigo' means 'coat'.,The Spanish word 'pagar' means 'to pay'.,1,1,TT,or,BA,1,7.171754866801302,11.933968137267469,3.128232804179383
animal_class,"animal_class::[""leopard"",""tuna""]",The tuna is a insect.,The leopard is a cnidarian.,0,0,FF,or,AB,0,-11.14112973549163,-14.022373175860837,-1.9191032217951811
animal_class,"animal_class::[""raccoon"",""seagull""]",The raccoon is a bird.,The seagull is a bird.,0,1,FT,and,AB,0,-10.589295367062816,8.52273546506181,6.1229610425636976
cities,"cities::[""Maceio"",""Yerevan""]",The city of Yerevan is in Uganda.,The city of Maceio is in Senegal.,0,0,FF,or,BA,0,-15.804575269796823,-11.114301928247196,2.3308275510115166
sp_en_trans,"sp_en_trans::[""ejemplo"",""gato""]",The Spanish word 'gato' means 'cat'.,The Spanish word 'ejemplo' means 'example'.,1,1,TT,and,AB,1,8.562599164414829,10.35157187191199,7.6773682236347165
element_symb,"element_symb::[""Molybdenum"",""Radon""]",Radon has the symbol Rn.,Molybdenum has the symbol Mo.,1,1,TT,or,BA,1,6.422782318543222,9.822906036428567,3.3235847843603805
animal_class,"animal_class::[""chicken"",""vulture""]",The vulture is a bird.,The chicken is a bird.,1,1,TT,and,BA,1,9.24976342085175,9.380260855578156,11.652495849608552
cities,"cities::[""Orenburg"",""Quetta""]",The city of Orenburg is in Russia.,The city of Quetta is in Pakistan.,1,1,TT,or,AB,1,14.324701602141975,12.746460921498418,5.20633332647823
animal_class,"animal_class::[""chicken"",""sparrow""]",The chicken is a mammal.,The sparrow is a bird.,0,1,FT,and,AB,0,-11.15412986419353,9.75591384609082,1.119523118644124
element_symb,"element_symb::[""Scandium"",""Thorium""]",Scandium has the symbol Sc.,Thorium has the symbol Th.,1,1,TT,and,AB,1,9.081474521278238,6.2044363140071805,8.164773049263781
animal_class,"animal_class::[""panda"",""rat""]",The panda is a mammal.,The rat is a mammal.,1,1,TT,and,AB,1,11.40734644761501,12.687974859772334,12.326625234013402
cities,"cities::[""Najran"",""Santiago de Queretaro""]",The city of Najran is in the United Arab Emirates.,The city of Santiago de Queretaro is in Somalia.,0,0,FF,and,BA,0,-2.1009911499997447,-8.727235407275758,0.8187627003510212
cities,"cities::[""Kampala"",""Wenzhou""]",The city of Kampala is in Uganda.,The city of Wenzhou is in Cambodia.,1,0,TF,and,BA,0,11.88992680339895,-13.965417172241844,1.502474082790699
animal_class,"animal_class::[""crocodile"",""hummingbird""]",The crocodile is a bird.,The hummingbird is a crustacean.,0,0,FF,and,BA,0,-12.774286596993763,-13.155051665463654,2.3377271557925976
inventors,"inventors::[""Jacob Perkins"",""John Boyd Dunlop""]",John Boyd Dunlop lived in Scotland.,Jacob Perkins lived in Turkey/the U.S.,1,0,TF,and,AB,0,6.386568073980762,-7.988196319498959,3.6306005135350894
animal_class,"animal_class::[""iguana"",""jellyfish""]",The jellyfish is a cnidarian.,The iguana is a crustacean.,1,0,TF,and,AB,0,9.033178734824066,-12.664475379152298,5.296109951815924
element_symb,"element_symb::[""Francium"",""Rubidium""]",Francium has the symbol Se.,Rubidium has the symbol Rb.,0,1,FT,or,BA,1,-14.375853848848594,8.320598567451745,-10.132599624580324
inventors,"inventors::[""Louis Pasteur"",""Paul Gottlieb Nipkow""]",Louis Pasteur lived in France.,Paul Gottlieb Nipkow lived in Germany.,1,1,TT,and,BA,1,12.569387040330238,12.445078330250121,11.736862650966728
cities,"cities::[""Krasnoyarsk"",""Rohini""]",The city of Rohini is in Turkey.,The city of Krasnoyarsk is in Kyrgyzstan.,0,0,FF,and,BA,0,-8.913261814467011,-11.70443383067951,0.05654059170416481
animal_class,"animal_class::[""elephant"",""panda""]",The panda is a mammal.,The elephant is a crustacean.,1,0,TF,and,BA,0,11.40734644761501,-14.09041845173728,2.96348429285273
element_symb,"element_symb::[""Astatine"",""Copper""]",Copper has the symbol Cu.,Astatine has the symbol At.,1,1,TT,or,BA,1,8.986100737332958,6.029025727396412,6.210131171328837
animal_class,"animal_class::[""crocodile"",""hummingbird""]",The crocodile is a reptile.,The hummingbird is a crustacean.,1,0,TF,or,BA,1,10.484434236021805,-13.155051665463654,0.8079458873937924
inventors,"inventors::[""Ferdinand Carré"",""R. Buckminster Fuller""]",R. Buckminster Fuller lived in Japan.,Ferdinand Carré lived in France.,0,1,FT,and,AB,0,-12.458748606211225,11.786052831922246,9.641465182515752
cities,"cities::[""Nanchang"",""Santiago de los Caballeros""]",The city of Santiago de los Caballeros is in China.,The city of Nanchang is in China.,0,1,FT,or,AB,1,-8.752103420804458,11.93962148050945,2.6017040600878367
inventors,"inventors::[""Carl Elsener"",""Philipp Reis""]",Carl Elsener lived in Switzerland.,Philipp Reis lived in Sweden/the U.S.,1,0,TF,and,BA,0,6.402925528185677,-6.017006880337982,2.7109432891798537
animal_class,"animal_class::[""chimpanzee"",""parrot""]",The parrot is a bird.,The chimpanzee is a insect.,1,0,TF,and,AB,0,10.313521010597983,-9.522602607833113,0.8453185337855036
cities,"cities::[""Asmara"",""Malang""]",The city of Malang is in Tanzania.,The city of Asmara is in Nepal.,0,0,FF,or,BA,0,-3.0337684379332828,-12.517696470380995,1.045020345104195
element_symb,"element_symb::[""Germanium"",""Potassium""]",Germanium has the symbol Ra.,Potassium has the symbol K.,0,1,FT,and,AB,0,-13.699860409464735,6.846094328932555,-5.1802221958683905
element_symb,"element_symb::[""Germanium"",""Magnesium""]",Germanium has the symbol Ge.,Magnesium has the symbol Mg.,1,1,TT,or,AB,1,7.5831292049995715,7.991400123019253,4.843416907926327
animal_class,"animal_class::[""aardvark"",""llama""]",The llama is a mollusk.,The aardvark is a mammal.,0,1,FT,or,AB,1,-9.852947071549808,20.31919284984275,2.3917136104484706
sp_en_trans,"sp_en_trans::[""boca"",""uno""]",The Spanish word 'boca' means 'mouth'.,The Spanish word 'uno' means 'one'.,1,1,TT,and,AB,1,10.517797423193965,8.884942504646101,8.83986476220457
inventors,"inventors::[""Georges Claude"",""Henry Bessemer""]",Henry Bessemer lived in Italy.,Georges Claude lived in France.,0,1,FT,or,AB,1,-12.577443697942547,6.620922387457302,5.886676724199422
inventors,"inventors::[""Charles Cros"",""James Clerk Maxwell""]",Charles Cros lived in the Netherlands.,James Clerk Maxwell lived in the U.K.,0,1,FT,and,BA,0,-9.826649970438597,7.905005576047705,1.649578675068586
inventors,"inventors::[""Benjamin Holt"",""Willis Carrier""]",Benjamin Holt lived in the U.S.,Willis Carrier lived in Switzerland.,1,0,TF,or,BA,1,9.96873998064715,-14.049665163706115,6.260181178524752
sp_en_trans,"sp_en_trans::[""lugar"",""uno""]",The Spanish word 'uno' means 'one'.,The Spanish word 'lugar' means 'iron'.,1,0,TF,and,AB,0,8.884942504646101,-14.409604510568395,-4.829066365487856
animal_class,"animal_class::[""crocodile"",""hamster""]",The crocodile is a reptile.,The hamster is a bird.,1,0,TF,or,BA,1,10.484434236021805,-12.958208640437894,3.5260877602408423
element_symb,"element_symb::[""Mercury"",""Tantalum""]",Tantalum has the symbol La.,Mercury has the symbol Sb.,0,0,FF,or,BA,0,-10.104492127833423,-9.396402583192371,-4.380735839041391
animal_class,"animal_class::[""chimpanzee"",""parrot""]",The parrot is a bird.,The chimpanzee is a mammal.,1,1,TT,and,AB,1,10.313521010597983,13.857419705993575,13.442044259899133
cities,"cities::[""Orenburg"",""Quetta""]",The city of Orenburg is in Russia.,The city of Quetta is in Pakistan.,1,1,TT,and,BA,1,14.324701602141975,12.746460921498418,10.72430270395444
element_symb,"element_symb::[""Magnesium"",""Rubidium""]",Rubidium has the symbol Rb.,Magnesium has the symbol Tc.,1,0,TF,and,BA,0,8.320598567451745,-17.037469677484488,-5.957105286999292
cities,"cities::[""Tlaquepaque"",""Vladivostok""]",The city of Vladivostok is in Ghana.,The city of Tlaquepaque is in Mexico.,0,1,FT,or,BA,1,-11.68917776113481,11.360867752867701,4.206429705250738
animal_class,"animal_class::[""aardvark"",""dog""]",The aardvark is a mammal.,The dog is a mammal.,1,1,TT,or,BA,1,20.31919284984275,8.22389753939587,3.0952042314235877
sp_en_trans,"sp_en_trans::[""belleza"",""piel""]",The Spanish word 'piel' means 'three'.,The Spanish word 'belleza' means 'beauty'.,0,1,FT,and,AB,0,-10.23688578490797,8.921716627829058,-0.08766695101034294
cities,"cities::[""Bhopal"",""Kisangani""]",The city of Bhopal is in India.,The city of Kisangani is in Senegal.,1,0,TF,and,AB,0,10.441161233653258,-4.867826957100926,3.905167711400045
element_symb,"element_symb::[""Argon"",""Rubidium""]",Argon has the symbol Pr.,Rubidium has the symbol Rb.,0,1,FT,and,BA,0,-4.0544778720967045,8.320598567451745,-8.146991662835086
animal_class,"animal_class::[""cow"",""whale""]",The whale is a amphibian.,The cow is a mammal.,0,1,FT,or,AB,1,-11.940645222756418,11.338261306049995,-0.9829605693159937
cities,"cities::[""Tucson"",""Xiamen""]",The city of Xiamen is in China.,The city of Tucson is in the United States.,1,1,TT,or,AB,1,10.747120196019642,12.32256177053549,7.3244812500243555
animal_class,"animal_class::[""chicken"",""vulture""]",The vulture is a mollusk.,The chicken is a mammal.,0,0,FF,or,BA,0,-11.79955981496857,-11.15412986419353,4.140448036912839
inventors,"inventors::[""Alec Jeffreys"",""Yvonne Brill""]",Yvonne Brill lived in Canada.,Alec Jeffreys lived in the Netherlands.,1,0,TF,or,AB,1,3.0646278043491453,-15.498944607056197,3.109728838895439
animal_class,"animal_class::[""cheetah"",""dolphin""]",The dolphin is a crustacean.,The cheetah is a mammal.,0,1,FT,or,BA,1,-14.89390480998068,15.105505587919803,4.7151531082621645
element_symb,"element_symb::[""Ytterbium"",""Zinc""]",Ytterbium has the symbol F.,Zinc has the symbol Zn.,0,1,FT,and,BA,0,-17.079454306369648,7.712124565358222,-6.396991186752224
animal_class,"animal_class::[""peacock"",""salmon""]",The peacock is a insect.,The salmon is a fish.,0,1,FT,or,BA,1,-6.447324447459222,9.036079573019727,-1.7670458825604438
element_symb,"element_symb::[""Argon"",""Thulium""]",Thulium has the symbol Tm.,Argon has the symbol Ar.,1,1,TT,and,AB,1,5.19692864468289,4.710554134420207,4.718053345053871
sp_en_trans,"sp_en_trans::[""bosque"",""huevo""]",The Spanish word 'bosque' means 'force'.,The Spanish word 'huevo' means 'sister'.,0,0,FF,or,BA,0,-12.757596264616504,-13.845558586562193,-4.878806443974389
inventors,"inventors::[""Alfred Nobel"",""Charles Fritts""]",Charles Fritts lived in Italy.,Alfred Nobel lived in Sweden.,0,1,FT,or,AB,1,-4.74581981668698,9.51716070655545,6.403399072663395
animal_class,"animal_class::[""pigeon"",""walrus""]",The walrus is a cnidarian.,The pigeon is a bird.,0,1,FT,or,AB,1,-13.136104121585431,7.870551702480418,-0.5193817649629082
sp_en_trans,"sp_en_trans::[""vender"",""viejo""]",The Spanish word 'viejo' means 'to save'.,The Spanish word 'vender' means 'to sell'.,0,1,FT,or,BA,1,-13.245699813183736,12.38364564051501,-5.686766526355399
cities,"cities::[""Algiers"",""Cochin""]",The city of Cochin is in Japan.,The city of Algiers is in Algeria.,0,1,FT,and,BA,0,-12.979815826454756,12.734185136937644,5.005641123584294
element_symb,"element_symb::[""Antimony"",""Praseodymium""]",Antimony has the symbol Sb.,Praseodymium has the symbol I.,1,0,TF,or,AB,1,7.388859108975713,-5.426280990045159,-7.946528075190701
animal_class,"animal_class::[""goat"",""rat""]",The rat is a arachnid.,The goat is a mammal.,0,1,FT,or,BA,1,-6.853295448059042,10.610033676700986,1.0792374233714792
sp_en_trans,"sp_en_trans::[""invierno"",""miedo""]",The Spanish word 'miedo' means 'fear'.,The Spanish word 'invierno' means 'family'.,1,0,TF,and,AB,0,10.5798484792469,-14.235175757438904,0.7247038951986688
cities,"cities::[""Khulna"",""Osaka""]",The city of Osaka is in Japan.,The city of Khulna is in Bangladesh.,1,1,TT,or,AB,1,11.498859994734687,9.44592239406958,6.0373785406719565
cities,"cities::[""Denpasar"",""Salta""]",The city of Denpasar is in Indonesia.,The city of Salta is in Argentina.,1,1,TT,and,BA,1,9.640897697598705,11.18489464093954,14.47193892618592
inventors,"inventors::[""Arthur Pitney"",""James Starley""]",Arthur Pitney lived in Ukraine/the U.S.,James Starley lived in Austria/the U.S.,0,0,FF,or,BA,0,0.1501210388334453,-5.373135554488721,0.042229825282612765
