topic,entity_pair_id,conjunctA,conjunctB,ordering,cell,labelA,labelB,and_row_index,or_row_index,and_statement,or_statement,score_and,score_or,delta_OR_AND,template_diff_token_index,template_only_connective_diff
inventors,"inventors::[""Luther George Simjian"",""Richard Trevithick""]",Richard Trevithick lived in Hungary/the U.S.,Luther George Simjian lived in Turkey/the U.S.,BA,FT,0,1,3719,1378,Luther George Simjian lived in Turkey/the U.S and Richard Trevithick lived in Hungary/the U.S.,Luther George Simjian lived in Turkey/the U.S or Richard Trevithick lived in Hungary/the U.S.,4.441602119133812,2.378874768214759,-2.0627273509190527,7,True
sp_en_trans,"sp_en_trans::[""elegir"",""suficiente""]",The Spanish word 'elegir' means 'to choose'.,The Spanish word 'suficiente' means 'tool'.,AB,TF,1,0,7056,1379,The Spanish word 'elegir' means 'to choose' and the Spanish word 'suficiente' means 'tool'.,The Spanish word 'elegir' means 'to choose' or the Spanish word 'suficiente' means 'tool'.,-1.891103142769941,-3.2114144936494373,-1.3203113508794964,7,True
animal_class,"animal_class::[""flamingo"",""seagull""]",The flamingo is a bird.,The seagull is a bird.,BA,TT,1,1,1380,6898,The seagull is a bird and the flamingo is a bird.,The seagull is a bird or the flamingo is a bird.,14.700135742544076,7.230799040916352,-7.469336701627723,5,True
inventors,"inventors::[""Candace Pert"",""Clarence Birdseye""]",Clarence Birdseye lived in Croatia.,Candace Pert lived in Germany.,BA,FF,0,0,7777,1381,Candace Pert lived in Germany and Clarence Birdseye lived in Croatia.,Candace Pert lived in Germany or Clarence Birdseye lived in Croatia.,2.503748302280928,-1.2751997372454031,-3.7789480395263313,5,True
animal_class,"animal_class::[""hippopotamus"",""shark""]",The hippopotamus is a mollusk.,The shark is a fish.,BA,FT,0,1,1383,3540,The shark is a fish and the hippopotamus is a mollusk.,The shark is a fish or the hippopotamus is a mollusk.,-1.2090833765226725,2.5649596332045466,3.774043009727219,5,True
sp_en_trans,"sp_en_trans::[""higo"",""oscuro""]",The Spanish word 'oscuro' means 'to see'.,The Spanish word 'higo' means 'fig'.,AB,FT,0,1,2181,1385,The Spanish word 'oscuro' means 'to see' and the Spanish word 'higo' means 'fig'.,The Spanish word 'oscuro' means 'to see' or the Spanish word 'higo' means 'fig'.,0.7580382499551579,-4.624279131148503,-5.382317381103661,7,True
element_symb,"element_symb::[""Argon"",""Rhenium""]",Argon has the symbol Ar.,Rhenium has the symbol Pb.,AB,TF,1,0,1386,5723,Argon has the symbol Ar and Rhenium has the symbol Pb.,Argon has the symbol Ar or Rhenium has the symbol Pb.,-6.213705028184915,-9.007188913440325,-2.7934838852554105,5,True
animal_class,"animal_class::[""horse"",""walrus""]",The horse is a mammal.,The walrus is a mammal.,AB,TT,1,1,1388,6916,The horse is a mammal and the walrus is a mammal.,The horse is a mammal or the walrus is a mammal.,12.58889347746437,2.7144229264822224,-9.87447055098215,5,True
inventors,"inventors::[""James Murray Spangler"",""Percy Spencer""]",James Murray Spangler lived in the U.S.,Percy Spencer lived in the U.S.,AB,TT,1,1,2437,1389,James Murray Spangler lived in the U.S and Percy Spencer lived in the U.S.,James Murray Spangler lived in the U.S or Percy Spencer lived in the U.S.,14.428256715887771,6.621173281426406,-7.807083434461365,7,True
animal_class,"animal_class::[""peacock"",""salmon""]",The peacock is a insect.,The salmon is a crustacean.,AB,FF,0,0,1390,7081,The peacock is a insect and the salmon is a crustacean.,The peacock is a insect or the salmon is a crustacean.,1.945071505924887,1.5356594238983288,-0.4094120820265583,5,True
cities,"cities::[""Ganzhou"",""Yaounde""]",The city of Ganzhou is in China.,The city of Yaounde is in Cameroon.,BA,TT,1,1,4151,1391,The city of Yaounde is in Cameroon and the city of Ganzhou is in China.,The city of Yaounde is in Cameroon or the city of Ganzhou is in China.,12.127960704442271,4.795774438615233,-7.332186265827039,7,True
element_symb,"element_symb::[""Bromine"",""Potassium""]",Potassium has the symbol K.,Bromine has the symbol N.,BA,TF,1,0,1393,6929,Bromine has the symbol N and Potassium has the symbol K.,Bromine has the symbol N or Potassium has the symbol K.,-3.2438454473041034,-5.863598103894731,-2.6197526565906273,5,True
cities,"cities::[""Santo Domingo Oeste"",""Uberlandia""]",The city of Uberlandia is in Turkey.,The city of Santo Domingo Oeste is in Cameroon.,AB,FF,0,0,1394,5111,The city of Uberlandia is in Turkey and the city of Santo Domingo Oeste is in Cameroon.,The city of Uberlandia is in Turkey or the city of Santo Domingo Oeste is in Cameroon.,-0.871480639814072,3.403239961361833,4.274720601175905,7,True
animal_class,"animal_class::[""panda"",""rat""]",The panda is a mammal.,The rat is a arachnid.,AB,TF,1,0,2075,1395,The panda is a mammal and the rat is a arachnid.,The panda is a mammal or the rat is a arachnid.,0.2373070894731945,-2.634108181014307,-2.8714152704875016,5,True
animal_class,"animal_class::[""hippopotamus"",""hummingbird""]",The hummingbird is a bird.,The hippopotamus is a mollusk.,BA,TF,1,0,1396,1755,The hippopotamus is a mollusk and the hummingbird is a bird.,The hippopotamus is a mollusk or the hummingbird is a bird.,4.703418705485863,0.5073205907675291,-4.196098114718334,5,True
element_symb,"element_symb::[""Hafnium"",""Rhenium""]",Hafnium has the symbol U.,Rhenium has the symbol Re.,AB,FT,0,1,1398,7851,Hafnium has the symbol U and Rhenium has the symbol Re.,Hafnium has the symbol U or Rhenium has the symbol Re.,-5.678548340190924,-5.248221081485815,0.430327258705109,5,True
animal_class,"animal_class::[""moose"",""otter""]",The otter is a arachnid.,The moose is a mammal.,BA,FT,0,1,3375,1399,The moose is a mammal and the otter is a arachnid.,The moose is a mammal or the otter is a arachnid.,2.7037411337822093,2.393216638088516,-0.3105244956936932,5,True
animal_class,"animal_class::[""llama"",""mongoose""]",The mongoose is a reptile.,The llama is a mollusk.,AB,FF,0,0,1401,5988,The mongoose is a reptile and the llama is a mollusk.,The mongoose is a reptile or the llama is a mollusk.,2.6163852852608063,1.297833989863947,-1.3185512953968592,5,True
animal_class,"animal_class::[""bat"",""raccoon""]",The raccoon is a mammal.,The bat is a mammal.,AB,TT,1,1,4199,1402,The raccoon is a mammal and the bat is a mammal.,The raccoon is a mammal or the bat is a mammal.,10.351811103074407,4.200436618130635,-6.151374484943772,5,True
sp_en_trans,"sp_en_trans::[""moderno"",""problema""]",The Spanish word 'moderno' means 'modern'.,The Spanish word 'problema' means 'good'.,AB,TF,1,0,1404,4734,The Spanish word 'moderno' means 'modern' and the Spanish word 'problema' means 'good'.,The Spanish word 'moderno' means 'modern' or the Spanish word 'problema' means 'good'.,-2.6829658226655244,-4.450202673290752,-1.7672368506252276,6,True
animal_class,"animal_class::[""cassowary"",""skunk""]",The skunk is a mammal.,The cassowary is a bird.,AB,TT,1,1,1405,5218,The skunk is a mammal and the cassowary is a bird.,The skunk is a mammal or the cassowary is a bird.,12.863894739756423,9.241407726841764,-3.622487012914659,5,True
inventors,"inventors::[""Candace Pert"",""John Atanasoff""]",Candace Pert lived in the U.S.,John Atanasoff lived in Croatia.,BA,TF,1,0,4983,1406,John Atanasoff lived in Croatia and Candace Pert lived in the U.S.,John Atanasoff lived in Croatia or Candace Pert lived in the U.S.,10.25430605021381,3.737894958987078,-6.516411091226732,5,True
cities,"cities::[""Kanpur"",""Nouakchott""]",The city of Kanpur is in India.,The city of Nouakchott is in Saudi Arabia.,AB,TF,1,0,2347,1407,The city of Kanpur is in India and the city of Nouakchott is in Saudi Arabia.,The city of Kanpur is in India or the city of Nouakchott is in Saudi Arabia.,3.9475313320326446,0.3454047775228925,-3.602126554509752,7,True
element_symb,"element_symb::[""Scandium"",""Thorium""]",Scandium has the symbol Sc.,Thorium has the symbol Ac.,BA,TF,1,0,1408,7197,Thorium has the symbol Ac and Scandium has the symbol Sc.,Thorium has the symbol Ac or Scandium has the symbol Sc.,1.8419089880164703,-2.193483946490675,-4.035392934507145,5,True
animal_class,"animal_class::[""narwhal"",""penguin""]",The penguin is a bird.,The narwhal is a fish.,AB,TF,1,0,2096,1409,The penguin is a bird and the narwhal is a fish.,The penguin is a bird or the narwhal is a fish.,9.182073424498263,0.7145036154295266,-8.467569809068737,5,True
cities,"cities::[""Bhayandar"",""Yangquan""]",The city of Bhayandar is in Oman.,The city of Yangquan is in Mozambique.,AB,FF,0,0,1855,1410,The city of Bhayandar is in Oman and the city of Yangquan is in Mozambique.,The city of Bhayandar is in Oman or the city of Yangquan is in Mozambique.,-2.209398505762086,2.3978615934015997,4.607260099163685,7,True
inventors,"inventors::[""Marie Curie"",""Nicolas Appert""]",Marie Curie lived in Poland/Germany.,Nicolas Appert lived in France.,AB,FT,0,1,1411,5740,Marie Curie lived in Poland/Germany and Nicolas Appert lived in France.,Marie Curie lived in Poland/Germany or Nicolas Appert lived in France.,8.666963921110575,4.400169073731615,-4.266794847378961,5,True
inventors,"inventors::[""George Devol"",""Guglielmo Marconi""]",George Devol lived in the U.S.,Guglielmo Marconi lived in Italy.,BA,TT,1,1,1412,7883,Guglielmo Marconi lived in Italy and George Devol lived in the U.S.,Guglielmo Marconi lived in Italy or George Devol lived in the U.S.,11.140555404014677,9.952778355224044,-1.1877770487906325,5,True
animal_class,"animal_class::[""cat"",""vulture""]",The cat is a mammal.,The vulture is a bird.,AB,TT,1,1,3140,1413,The cat is a mammal and the vulture is a bird.,The cat is a mammal or the vulture is a bird.,13.49287313575472,7.494485999616879,-5.998387136137842,5,True
animal_class,"animal_class::[""chicken"",""sparrow""]",The chicken is a mammal.,The sparrow is a crustacean.,AB,FF,0,0,1959,1415,The chicken is a mammal and the sparrow is a crustacean.,The chicken is a mammal or the sparrow is a crustacean.,-1.267338674444252,2.5140854754291313,3.7814241498733834,5,True
element_symb,"element_symb::[""Osmium"",""Thallium""]",Osmium has the symbol P.,Thallium has the symbol Tl.,AB,FT,0,1,2959,1416,Osmium has the symbol P and Thallium has the symbol Tl.,Osmium has the symbol P or Thallium has the symbol Tl.,-2.3719673292461945,0.868204633744452,3.2401719629906465,5,True
sp_en_trans,"sp_en_trans::[""invierno"",""mar""]",The Spanish word 'invierno' means 'winter'.,The Spanish word 'mar' means 'to save'.,BA,TF,1,0,1417,5559,The Spanish word 'mar' means 'to save' and the Spanish word 'invierno' means 'winter'.,The Spanish word 'mar' means 'to save' or the Spanish word 'invierno' means 'winter'.,2.624341367167866,2.3255359633637056,-0.29880540380416054,7,True
inventors,"inventors::[""James Murray Spangler"",""Percy Spencer""]",James Murray Spangler lived in the U.S.,Percy Spencer lived in the U.S.,BA,TT,1,1,1418,3410,Percy Spencer lived in the U.S and James Murray Spangler lived in the U.S.,Percy Spencer lived in the U.S or James Murray Spangler lived in the U.S.,10.645855195461849,5.511519425598436,-5.134335769863412,6,True
cities,"cities::[""Asmara"",""Malang""]",The city of Malang is in Tanzania.,The city of Asmara is in Eritrea.,BA,FT,0,1,1738,1419,The city of Asmara is in Eritrea and the city of Malang is in Tanzania.,The city of Asmara is in Eritrea or the city of Malang is in Tanzania.,4.2844624388532635,3.179674638637197,-1.1047878002160667,7,True
sp_en_trans,"sp_en_trans::[""fuerza"",""madre""]",The Spanish word 'fuerza' means 'force'.,The Spanish word 'madre' means 'mother'.,BA,TT,1,1,1420,6349,The Spanish word 'madre' means 'mother' and the Spanish word 'fuerza' means 'force'.,The Spanish word 'madre' means 'mother' or the Spanish word 'fuerza' means 'force'.,8.684520911602597,5.165894438778034,-3.518626472824563,6,True
cities,"cities::[""Orenburg"",""Quetta""]",The city of Orenburg is in Latvia.,The city of Quetta is in Pakistan.,BA,FT,0,1,1421,2280,The city of Quetta is in Pakistan and the city of Orenburg is in Latvia.,The city of Quetta is in Pakistan or the city of Orenburg is in Latvia.,3.904820709715726,0.6846273508691567,-3.2201933588465694,7,True
sp_en_trans,"sp_en_trans::[""fuerza"",""madre""]",The Spanish word 'fuerza' means 'voice'.,The Spanish word 'madre' means 'neighbor'.,AB,FF,0,0,1422,4677,The Spanish word 'fuerza' means 'voice' and the Spanish word 'madre' means 'neighbor'.,The Spanish word 'fuerza' means 'voice' or the Spanish word 'madre' means 'neighbor'.,-4.1111272649511434,-6.082066594627699,-1.9709393296765558,6,True
animal_class,"animal_class::[""cat"",""vulture""]",The cat is a mammal.,The vulture is a mollusk.,AB,TF,1,0,3347,1423,The cat is a mammal and the vulture is a mollusk.,The cat is a mammal or the vulture is a mollusk.,3.355752066166003,7.324252951403926,3.9685008852379227,5,True
animal_class,"animal_class::[""porcupine"",""raccoon""]",The porcupine is a bird.,The raccoon is a mammal.,BA,FT,0,1,1425,2406,The raccoon is a mammal and the porcupine is a bird.,The raccoon is a mammal or the porcupine is a bird.,-1.176895424029814,2.667074942101282,3.8439703661310958,5,True
animal_class,"animal_class::[""hedgehog"",""lion""]",The hedgehog is a fish.,The lion is a mammal.,BA,FT,0,1,3717,1427,The lion is a mammal and the hedgehog is a fish.,The lion is a mammal or the hedgehog is a fish.,-2.1568960260954047,1.5861639034525634,3.743059929547968,5,True
sp_en_trans,"sp_en_trans::[""historia"",""siete""]",The Spanish word 'siete' means 'seven'.,The Spanish word 'historia' means 'history'.,BA,TT,1,1,1428,2810,The Spanish word 'historia' means 'history' and the Spanish word 'siete' means 'seven'.,The Spanish word 'historia' means 'history' or the Spanish word 'siete' means 'seven'.,10.133113434268754,4.638721867698409,-5.494391566570345,6,True
inventors,"inventors::[""Carl Sontheimer"",""Elihu Thomson""]",Carl Sontheimer lived in the U.S.,Elihu Thomson lived in the U.S.,BA,TT,1,1,1430,7721,Elihu Thomson lived in the U.S and Carl Sontheimer lived in the U.S.,Elihu Thomson lived in the U.S or Carl Sontheimer lived in the U.S.,14.101416949811224,8.43227021426496,-5.6691467355462635,6,True
element_symb,"element_symb::[""Phosphorus"",""Praseodymium""]",Phosphorus has the symbol P.,Praseodymium has the symbol I.,BA,TF,1,0,5972,1431,Praseodymium has the symbol I and Phosphorus has the symbol P.,Praseodymium has the symbol I or Phosphorus has the symbol P.,-0.1842963481885142,-0.0042107556766612,0.180085592511853,5,True
cities,"cities::[""Kanpur"",""Nouakchott""]",The city of Kanpur is in India.,The city of Nouakchott is in Mauritania.,BA,TT,1,1,2813,1432,The city of Nouakchott is in Mauritania and the city of Kanpur is in India.,The city of Nouakchott is in Mauritania or the city of Kanpur is in India.,12.455561248610568,3.186301564592119,-9.269259684018449,7,True
element_symb,"element_symb::[""Chromium"",""Radon""]",Chromium has the symbol Cr.,Radon has the symbol Np.,AB,TF,1,0,7561,1433,Chromium has the symbol Cr and Radon has the symbol Np.,Chromium has the symbol Cr or Radon has the symbol Np.,-7.106314858230656,-5.532163810977771,1.5741510472528848,5,True
sp_en_trans,"sp_en_trans::[""hablar"",""perro""]",The Spanish word 'hablar' means 'to speak'.,The Spanish word 'perro' means 'dog'.,AB,TT,1,1,1434,4026,The Spanish word 'hablar' means 'to speak' and the Spanish word 'perro' means 'dog'.,The Spanish word 'hablar' means 'to speak' or the Spanish word 'perro' means 'dog'.,11.301542075047433,9.426458960972646,-1.875083114074787,7,True
element_symb,"element_symb::[""Cesium"",""Neodymium""]",Cesium has the symbol Ce.,Neodymium has the symbol Te.,BA,FF,0,0,1435,5126,Neodymium has the symbol Te and Cesium has the symbol Ce.,Neodymium has the symbol Te or Cesium has the symbol Ce.,-8.666194603537202,-8.783987277975436,-0.11779267443823471,5,True
sp_en_trans,"sp_en_trans::[""fuego"",""plata""]",The Spanish word 'fuego' means 'woman'.,The Spanish word 'plata' means 'early'.,AB,FF,0,0,1436,6941,The Spanish word 'fuego' means 'woman' and the Spanish word 'plata' means 'early'.,The Spanish word 'fuego' means 'woman' or the Spanish word 'plata' means 'early'.,2.5670600739696647,-4.494562540611932,-7.061622614581597,6,True
inventors,"inventors::[""Michael Faraday"",""Sir Frank Whittle""]",Sir Frank Whittle lived in the U.K.,Michael Faraday lived in the U.K.,BA,TT,1,1,7413,1437,Michael Faraday lived in the U.K and Sir Frank Whittle lived in the U.K.,Michael Faraday lived in the U.K or Sir Frank Whittle lived in the U.K.,11.624953754782442,7.823585308349594,-3.801368446432848,6,True
inventors,"inventors::[""Edwin Link"",""Konrad Zuse""]",Konrad Zuse lived in Germany.,Edwin Link lived in the U.S.,BA,TT,1,1,1438,4134,Edwin Link lived in the U.S and Konrad Zuse lived in Germany.,Edwin Link lived in the U.S or Konrad Zuse lived in Germany.,9.177384822976354,3.795658177612985,-5.3817266453633685,6,True
