statement,topic,n,condition,n_true,n_false,compound_label,conjuncts,labels
Bismuth has the symbol Bi and Barium has the symbol Kr and Cobalt has the symbol Co.,element_symb,3,dilute_1false,2,1,0,"[""Bismuth has the symbol Bi."", ""Barium has the symbol Kr."", ""Cobalt has the symbol Co.""]","[1, 0, 1]"
Cerium has the symbol Ce and Platinum has the symbol Pt.,element_symb,2,all_true,2,0,1,"[""Cerium has the symbol Ce."", ""Platinum has the symbol Pt.""]","[1, 1]"
The skunk is a insect and the tarantula is a bird and the horse is a fish and the crocodile is a bird.,animal_class,4,all_false,0,4,0,"[""The skunk is a insect."", ""The tarantula is a bird."", ""The horse is a fish."", ""The crocodile is a bird.""]","[0, 0, 0, 0]"
The penguin is a reptile and the cow is a mammal and the llama is a mammal and the iguana is a reptile.,animal_class,4,dilute_1false,3,1,0,"[""The penguin is a reptile."", ""The cow is a mammal."", ""The llama is a mammal."", ""The iguana is a reptile.""]","[0, 1, 1, 1]"
The Spanish word 'palabra' means 'word' and the Spanish word 'lugar' means 'iron' and the Spanish word 'ruido' means 'noise' and the Spanish word 'listo' means 'ready' and the Spanish word 'y' means 'and' and the Spanish word 'hielo' means 'ice'.,sp_en_trans,6,dilute_1false,5,1,0,"[""The Spanish word 'palabra' means 'word'."", ""The Spanish word 'lugar' means 'iron'."", ""The Spanish word 'ruido' means 'noise'."", ""The Spanish word 'listo' means 'ready'."", ""The Spanish word 'y' means 'and'."", ""The Spanish word 'hielo' means 'ice'.""]","[1, 0, 1, 1, 1, 1]"
The city of Vilnius is in Venezuela and the city of Rohini is in Turkey and the city of Bahawalpur is in Madagascar and the city of Chattogram is in Uzbekistan and the city of Krakow is in Chile and the city of Cixi is in Australia.,cities,6,all_false,0,6,0,"[""The city of Vilnius is in Venezuela."", ""The city of Rohini is in Turkey."", ""The city of Bahawalpur is in Madagascar."", ""The city of Chattogram is in Uzbekistan."", ""The city of Krakow is in Chile."", ""The city of Cixi is in Australia.""]","[0, 0, 0, 0, 0, 0]"
The city of Zhoushan is in the Philippines and the city of Mogadishu is in Haiti and the city of Putian is in Cuba.,cities,3,all_false,0,3,0,"[""The city of Zhoushan is in the Philippines."", ""The city of Mogadishu is in Haiti."", ""The city of Putian is in Cuba.""]","[0, 0, 0]"
The squirrel is a mammal and the whale is a mammal and the peacock is a bird and the rhinoceros is a mammal.,animal_class,4,all_true,4,0,1,"[""The squirrel is a mammal."", ""The whale is a mammal."", ""The peacock is a bird."", ""The rhinoceros is a mammal.""]","[1, 1, 1, 1]"
The lobster is a arachnid and the hyena is a cnidarian.,animal_class,2,all_false,0,2,0,"[""The lobster is a arachnid."", ""The hyena is a cnidarian.""]","[0, 0]"
The Spanish word 'perro' means 'dog' and the Spanish word 'mientras' means 'while' and the Spanish word 'coche' means 'car' and the Spanish word 'espalda' means 'back'.,sp_en_trans,4,all_true,4,0,1,"[""The Spanish word 'perro' means 'dog'."", ""The Spanish word 'mientras' means 'while'."", ""The Spanish word 'coche' means 'car'."", ""The Spanish word 'espalda' means 'back'.""]","[1, 1, 1, 1]"
Helium has the symbol He and Chromium has the symbol Cr.,element_symb,2,all_true,2,0,1,"[""Helium has the symbol He."", ""Chromium has the symbol Cr.""]","[1, 1]"
The lion is a mammal and the beaver is a mammal and the gorilla is a mammal and the cow is a bird and the hippopotamus is a mammal and the koala is a mammal.,animal_class,6,dilute_1false,5,1,0,"[""The lion is a mammal."", ""The beaver is a mammal."", ""The gorilla is a mammal."", ""The cow is a bird."", ""The hippopotamus is a mammal."", ""The koala is a mammal.""]","[1, 1, 1, 0, 1, 1]"
Nils Bohlin lived in the U.S and Gottlieb Daimler lived in Italy.,inventors,2,all_false,0,2,0,"[""Nils Bohlin lived in the U.S."", ""Gottlieb Daimler lived in Italy.""]","[0, 0]"
Ernest Swinton lived in the U.K and Hippolyte Mège-Mouriès lived in France and Charles Cros lived in France.,inventors,3,all_true,3,0,1,"[""Ernest Swinton lived in the U.K."", ""Hippolyte M\u00e8ge-Mouri\u00e8s lived in France."", ""Charles Cros lived in France.""]","[1, 1, 1]"
Actinium has the symbol H and Yttrium has the symbol Bi and Cesium has the symbol Ce and Krypton has the symbol Zr.,element_symb,4,all_false,0,4,0,"[""Actinium has the symbol H."", ""Yttrium has the symbol Bi."", ""Cesium has the symbol Ce."", ""Krypton has the symbol Zr.""]","[0, 0, 0, 0]"
The city of Bhilai is in India and the city of Chenzhou is in China and the city of Yiwu is in China and the city of Algiers is in Algeria and the city of Goiania is in Brazil and the city of Indore is in India.,cities,6,all_true,6,0,1,"[""The city of Bhilai is in India."", ""The city of Chenzhou is in China."", ""The city of Yiwu is in China."", ""The city of Algiers is in Algeria."", ""The city of Goiania is in Brazil."", ""The city of Indore is in India.""]","[1, 1, 1, 1, 1, 1]"
Joseph Aspdin lived in the U.K and Leon Theremin lived in Russia and Mary Anderson lived in Germany/the U.S and Charles Babbage lived in the U.K.,inventors,4,dilute_1false,3,1,0,"[""Joseph Aspdin lived in the U.K."", ""Leon Theremin lived in Russia."", ""Mary Anderson lived in Germany/the U.S."", ""Charles Babbage lived in the U.K.""]","[1, 1, 0, 1]"
The city of Managua is in Nicaragua and the city of Bauchi is in Nigeria and the city of Aktobe is in Tajikistan.,cities,3,dilute_1false,2,1,0,"[""The city of Managua is in Nicaragua."", ""The city of Bauchi is in Nigeria."", ""The city of Aktobe is in Tajikistan.""]","[1, 1, 0]"
Dysprosium has the symbol Dy and Chromium has the symbol Cr and Lithium has the symbol Li.,element_symb,3,all_true,3,0,1,"[""Dysprosium has the symbol Dy."", ""Chromium has the symbol Cr."", ""Lithium has the symbol Li.""]","[1, 1, 1]"
Leonardo da Vinci lived in Sweden/the U.S and Alexander Graham Bell lived in Turkey/the U.S.,inventors,2,all_false,0,2,0,"[""Leonardo da Vinci lived in Sweden/the U.S."", ""Alexander Graham Bell lived in Turkey/the U.S.""]","[0, 0]"
The Spanish word 'potencia' means 'power' and the Spanish word 'esperanza' means 'hope'.,sp_en_trans,2,all_true,2,0,1,"[""The Spanish word 'potencia' means 'power'."", ""The Spanish word 'esperanza' means 'hope'.""]","[1, 1]"
The hippopotamus is a mammal and the parrot is a bird and the whale is a mammal.,animal_class,3,all_true,3,0,1,"[""The hippopotamus is a mammal."", ""The parrot is a bird."", ""The whale is a mammal.""]","[1, 1, 1]"
The city of Krasnodar is in Turkey and the city of Hohhot is in the Democratic Republic of the Congo and the city of Nova Iguacu is in Sudan and the city of Kahriz is in Russia.,cities,4,all_false,0,4,0,"[""The city of Krasnodar is in Turkey."", ""The city of Hohhot is in the Democratic Republic of the Congo."", ""The city of Nova Iguacu is in Sudan."", ""The city of Kahriz is in Russia.""]","[0, 0, 0, 0]"
Percy Spencer lived in the U.S and James West lived in the U.S and Clyde Tombaugh lived in the U.S and Luther George Simjian lived in Turkey/the U.S.,inventors,4,all_true,4,0,1,"[""Percy Spencer lived in the U.S."", ""James West lived in the U.S."", ""Clyde Tombaugh lived in the U.S."", ""Luther George Simjian lived in Turkey/the U.S.""]","[1, 1, 1, 1]"
Thorium has the symbol Th and Beryllium has the symbol Be and Dysprosium has the symbol I and Uranium has the symbol U.,element_symb,4,dilute_1false,3,1,0,"[""Thorium has the symbol Th."", ""Beryllium has the symbol Be."", ""Dysprosium has the symbol I."", ""Uranium has the symbol U.""]","[1, 1, 0, 1]"
Lead has the symbol Er and Uranium has the symbol Hg and Gallium has the symbol Pb and Neptunium has the symbol Tc and Sodium has the symbol N and Terbium has the symbol Br.,element_symb,6,all_false,0,6,0,"[""Lead has the symbol Er."", ""Uranium has the symbol Hg."", ""Gallium has the symbol Pb."", ""Neptunium has the symbol Tc."", ""Sodium has the symbol N."", ""Terbium has the symbol Br.""]","[0, 0, 0, 0, 0, 0]"
The crocodile is a reptile and the tuna is a fish and the lobster is a crustacean and the peacock is a bird and the pigeon is a bird and the hippopotamus is a mammal.,animal_class,6,all_true,6,0,1,"[""The crocodile is a reptile."", ""The tuna is a fish."", ""The lobster is a crustacean."", ""The peacock is a bird."", ""The pigeon is a bird."", ""The hippopotamus is a mammal.""]","[1, 1, 1, 1, 1, 1]"
Germanium has the symbol Ge and Carbon has the symbol C and Dysprosium has the symbol Dy and Uranium has the symbol Hg.,element_symb,4,dilute_1false,3,1,0,"[""Germanium has the symbol Ge."", ""Carbon has the symbol C."", ""Dysprosium has the symbol Dy."", ""Uranium has the symbol Hg.""]","[1, 1, 1, 0]"
The deer is a reptile and the tapir is a insect and the tiger is a amphibian.,animal_class,3,all_false,0,3,0,"[""The deer is a reptile."", ""The tapir is a insect."", ""The tiger is a amphibian.""]","[0, 0, 0]"
The penguin is a reptile and the chimpanzee is a mammal and the mongoose is a mammal and the beaver is a mammal.,animal_class,4,dilute_1false,3,1,0,"[""The penguin is a reptile."", ""The chimpanzee is a mammal."", ""The mongoose is a mammal."", ""The beaver is a mammal.""]","[0, 1, 1, 1]"
The Spanish word 'cosa' means 'modern' and the Spanish word 'listo' means 'ready' and the Spanish word 'suficiente' means 'enough' and the Spanish word 'persona' means 'person'.,sp_en_trans,4,dilute_1false,3,1,0,"[""The Spanish word 'cosa' means 'modern'."", ""The Spanish word 'listo' means 'ready'."", ""The Spanish word 'suficiente' means 'enough'."", ""The Spanish word 'persona' means 'person'.""]","[0, 1, 1, 1]"
The city of General Santos is in the Philippines and the city of Pimpri is in Sweden and the city of Conakry is in Guinea and the city of Palembang is in Indonesia and the city of Huzhou is in China and the city of Torreon is in Mexico.,cities,6,dilute_1false,5,1,0,"[""The city of General Santos is in the Philippines."", ""The city of Pimpri is in Sweden."", ""The city of Conakry is in Guinea."", ""The city of Palembang is in Indonesia."", ""The city of Huzhou is in China."", ""The city of Torreon is in Mexico.""]","[1, 0, 1, 1, 1, 1]"
James Watt lived in Finland and Leonardo da Vinci lived in Italy.,inventors,2,dilute_1false,1,1,0,"[""James Watt lived in Finland."", ""Leonardo da Vinci lived in Italy.""]","[0, 1]"
The walrus is a mammal and the raccoon is a mammal and the llama is a mammal.,animal_class,3,all_true,3,0,1,"[""The walrus is a mammal."", ""The raccoon is a mammal."", ""The llama is a mammal.""]","[1, 1, 1]"
The Spanish word 'prueba' means 'test' and the Spanish word 'potencia' means 'power' and the Spanish word 'conejo' means 'rabbit' and the Spanish word 'tierra' means 'land' and the Spanish word 'noche' means 'night' and the Spanish word 'peligro' means 'danger'.,sp_en_trans,6,all_true,6,0,1,"[""The Spanish word 'prueba' means 'test'."", ""The Spanish word 'potencia' means 'power'."", ""The Spanish word 'conejo' means 'rabbit'."", ""The Spanish word 'tierra' means 'land'."", ""The Spanish word 'noche' means 'night'."", ""The Spanish word 'peligro' means 'danger'.""]","[1, 1, 1, 1, 1, 1]"
Robert Noyce lived in the U.S and Ruth Benerito lived in Italy and Grace Hopper lived in the U.S and Biruté Galdikas lived in Canada.,inventors,4,dilute_1false,3,1,0,"[""Robert Noyce lived in the U.S."", ""Ruth Benerito lived in Italy."", ""Grace Hopper lived in the U.S."", ""Birut\u00e9 Galdikas lived in Canada.""]","[1, 0, 1, 1]"
The Spanish word 'antes' means 'mouth' and the Spanish word 'construir' means 'to swim' and the Spanish word 'rosa' means 'to play' and the Spanish word 'isla' means 'seed'.,sp_en_trans,4,all_false,0,4,0,"[""The Spanish word 'antes' means 'mouth'."", ""The Spanish word 'construir' means 'to swim'."", ""The Spanish word 'rosa' means 'to play'."", ""The Spanish word 'isla' means 'seed'.""]","[0, 0, 0, 0]"
The Spanish word 'amigo' means 'friend' and the Spanish word 'palabra' means 'word' and the Spanish word 'tierra' means 'to pay'.,sp_en_trans,3,dilute_1false,2,1,0,"[""The Spanish word 'amigo' means 'friend'."", ""The Spanish word 'palabra' means 'word'."", ""The Spanish word 'tierra' means 'to pay'.""]","[1, 1, 0]"
The city of Gold Coast is in Australia and the city of Seoul is in South Korea and the city of Santo Domingo Este is in the Dominican Republic and the city of Wanning is in China and the city of Ahmedabad is in India and the city of Zhoushan is in China.,cities,6,all_true,6,0,1,"[""The city of Gold Coast is in Australia."", ""The city of Seoul is in South Korea."", ""The city of Santo Domingo Este is in the Dominican Republic."", ""The city of Wanning is in China."", ""The city of Ahmedabad is in India."", ""The city of Zhoushan is in China.""]","[1, 1, 1, 1, 1, 1]"
The tortoise is a reptile and the elephant is a mammal and the salmon is a fish and the llama is a mammal.,animal_class,4,all_true,4,0,1,"[""The tortoise is a reptile."", ""The elephant is a mammal."", ""The salmon is a fish."", ""The llama is a mammal.""]","[1, 1, 1, 1]"
The shark is a cnidarian and the chicken is a mammal and the deer is a reptile.,animal_class,3,all_false,0,3,0,"[""The shark is a cnidarian."", ""The chicken is a mammal."", ""The deer is a reptile.""]","[0, 0, 0]"
Terbium has the symbol Br and Hafnium has the symbol Hf and Gold has the symbol Au.,element_symb,3,dilute_1false,2,1,0,"[""Terbium has the symbol Br."", ""Hafnium has the symbol Hf."", ""Gold has the symbol Au.""]","[0, 1, 1]"
The Spanish word 'hermana' means 'sister' and the Spanish word 'lento' means 'slow'.,sp_en_trans,2,all_true,2,0,1,"[""The Spanish word 'hermana' means 'sister'."", ""The Spanish word 'lento' means 'slow'.""]","[1, 1]"
The city of Orenburg is in Latvia and the city of Dnipro is in Ukraine.,cities,2,dilute_1false,1,1,0,"[""The city of Orenburg is in Latvia."", ""The city of Dnipro is in Ukraine.""]","[0, 1]"
The crocodile is a bird and the otter is a arachnid.,animal_class,2,all_false,0,2,0,"[""The crocodile is a bird."", ""The otter is a arachnid.""]","[0, 0]"
The city of Ma'anshan is in China and the city of Kotli is in Pakistan.,cities,2,all_true,2,0,1,"[""The city of Ma'anshan is in China."", ""The city of Kotli is in Pakistan.""]","[1, 1]"
The Spanish word 'agudo' means 'sharp' and the Spanish word 'tierra' means 'land' and the Spanish word 'potencia' means 'power' and the Spanish word 'suelo' means 'ground' and the Spanish word 'esperanza' means 'hope' and the Spanish word 'crecer' means 'to pay'.,sp_en_trans,6,dilute_1false,5,1,0,"[""The Spanish word 'agudo' means 'sharp'."", ""The Spanish word 'tierra' means 'land'."", ""The Spanish word 'potencia' means 'power'."", ""The Spanish word 'suelo' means 'ground'."", ""The Spanish word 'esperanza' means 'hope'."", ""The Spanish word 'crecer' means 'to pay'.""]","[1, 1, 1, 1, 1, 0]"
The jellyfish is a mammal and the deer is a reptile and the camel is a crustacean and the gorilla is a reptile.,animal_class,4,all_false,0,4,0,"[""The jellyfish is a mammal."", ""The deer is a reptile."", ""The camel is a crustacean."", ""The gorilla is a reptile.""]","[0, 0, 0, 0]"
Frank Bunker Gilbreth lived in the U.S and George de Mestral lived in Switzerland.,inventors,2,all_true,2,0,1,"[""Frank Bunker Gilbreth lived in the U.S."", ""George de Mestral lived in Switzerland.""]","[1, 1]"
The Spanish word 'libre' means 'soldier' and the Spanish word 'nuevo' means 'new'.,sp_en_trans,2,dilute_1false,1,1,0,"[""The Spanish word 'libre' means 'soldier'."", ""The Spanish word 'nuevo' means 'new'.""]","[0, 1]"
The Spanish word 'ciudad' means 'city' and the Spanish word 'peligro' means 'danger' and the Spanish word 'piedra' means 'stone' and the Spanish word 'hablar' means 'to speak' and the Spanish word 'sonrisa' means 'smile' and the Spanish word 'hola' means 'hello'.,sp_en_trans,6,all_true,6,0,1,"[""The Spanish word 'ciudad' means 'city'."", ""The Spanish word 'peligro' means 'danger'."", ""The Spanish word 'piedra' means 'stone'."", ""The Spanish word 'hablar' means 'to speak'."", ""The Spanish word 'sonrisa' means 'smile'."", ""The Spanish word 'hola' means 'hello'.""]","[1, 1, 1, 1, 1, 1]"
Daisuke Inoue lived in Sweden and Alexander Graham Bell lived in Turkey/the U.S and James West lived in China.,inventors,3,all_false,0,3,0,"[""Daisuke Inoue lived in Sweden."", ""Alexander Graham Bell lived in Turkey/the U.S."", ""James West lived in China.""]","[0, 0, 0]"
