statement,topic,truth_label,entity,dedup_identity,source_r1_row_indices,source_r1_conjunct_refs,n_r1_rows,n_r1_conjunct_occurrences,absence_reason
The city of Shizuoka is in the Democratic Republic of the Congo.,cities,0,Shizuoka,cities::The city of Shizuoka is in the Democratic Republic of the Congo.,"[1356, 1961, 3209, 5122, 5789, 6382, 7436, 7692]","[""1356:B"", ""1961:B"", ""3209:B"", ""5122:B"", ""5789:B"", ""6382:B"", ""7436:B"", ""7692:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Siping is in the United States.,cities,0,Siping,cities::The city of Siping is in the United States.,"[35, 66, 1659, 2048, 2346, 3393, 5147, 5678, 5829, 5956, 6060, 6404, 6618, 6732, 7221, 7271]","[""35:A"", ""66:A"", ""1659:A"", ""2048:B"", ""2346:A"", ""3393:B"", ""5147:A"", ""5678:B"", ""5829:B"", ""5956:B"", ""6060:B"", ""6404:A"", ""6618:A"", ""6732:B"", ""7221:A"", ""7271:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Stockholm is in Paraguay.,cities,0,Stockholm,cities::The city of Stockholm is in Paraguay.,"[649, 1860, 2084, 4007, 4915, 5520, 6049, 6737]","[""649:A"", ""1860:A"", ""2084:A"", ""4007:A"", ""4915:A"", ""5520:A"", ""6049:A"", ""6737:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Suining is in Chad.,cities,0,Suining,cities::The city of Suining is in Chad.,"[73, 934, 1729, 2583, 4125, 4878, 5505, 7943]","[""73:A"", ""934:A"", ""1729:A"", ""2583:A"", ""4125:A"", ""4878:A"", ""5505:A"", ""7943:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Tangier is in Nepal.,cities,0,Tangier,cities::The city of Tangier is in Nepal.,"[180, 1733, 2692, 3241, 3728, 5510, 6565, 7179]","[""180:A"", ""1733:A"", ""2692:A"", ""3241:A"", ""3728:A"", ""5510:A"", ""6565:A"", ""7179:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Tlaquepaque is in Mozambique.,cities,0,Tlaquepaque,cities::The city of Tlaquepaque is in Mozambique.,"[238, 1157, 2506, 2516, 4176, 6797, 7023, 7786]","[""238:B"", ""1157:B"", ""2506:B"", ""2516:B"", ""4176:B"", ""6797:B"", ""7023:B"", ""7786:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Tolyatti is in Myanmar.,cities,0,Tolyatti,cities::The city of Tolyatti is in Myanmar.,"[112, 1949, 2029, 2483, 3259, 3968, 4477, 4575, 4880, 5321, 5489, 6258, 6449, 6813, 7373, 7885]","[""112:B"", ""1949:B"", ""2029:B"", ""2483:B"", ""3259:B"", ""3968:B"", ""4477:B"", ""4575:B"", ""4880:B"", ""5321:B"", ""5489:B"", ""6258:B"", ""6449:B"", ""6813:B"", ""7373:B"", ""7885:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Tomsk is in Argentina.,cities,0,Tomsk,cities::The city of Tomsk is in Argentina.,"[1629, 2629, 2751, 2844, 4150, 4735, 6062, 7697]","[""1629:A"", ""2629:A"", ""2751:A"", ""2844:A"", ""4150:A"", ""4735:A"", ""6062:A"", ""7697:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Tucson is in Armenia.,cities,0,Tucson,cities::The city of Tucson is in Armenia.,"[415, 2675, 2937, 4506, 5729, 6034, 6680, 7274]","[""415:B"", ""2675:B"", ""2937:B"", ""4506:B"", ""5729:B"", ""6034:B"", ""6680:B"", ""7274:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Uberlandia is in Turkey.,cities,0,Uberlandia,cities::The city of Uberlandia is in Turkey.,"[1394, 2512, 3075, 4120, 5111, 5384, 5735, 6021]","[""1394:A"", ""2512:A"", ""3075:A"", ""4120:A"", ""5111:A"", ""5384:A"", ""5735:A"", ""6021:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Ufa is in Italy.,cities,0,Ufa,cities::The city of Ufa is in Italy.,"[54, 145, 241, 2325, 2599, 3063, 3172, 3277, 3537, 3648, 3977, 5493, 6249, 6830, 7547, 7802]","[""54:A"", ""145:A"", ""241:B"", ""2325:A"", ""2599:A"", ""3063:B"", ""3172:B"", ""3277:B"", ""3537:B"", ""3648:A"", ""3977:B"", ""5493:A"", ""6249:B"", ""6830:A"", ""7547:A"", ""7802:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Vijayawada is in China.,cities,0,Vijayawada,cities::The city of Vijayawada is in China.,"[379, 782, 1653, 4932, 5354, 5894, 6130, 7399]","[""379:B"", ""782:B"", ""1653:B"", ""4932:B"", ""5354:B"", ""5894:B"", ""6130:B"", ""7399:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Vladivostok is in Ghana.,cities,0,Vladivostok,cities::The city of Vladivostok is in Ghana.,"[238, 1157, 1816, 2506, 2516, 3979, 6138, 6546]","[""238:A"", ""1157:A"", ""1816:A"", ""2506:A"", ""2516:A"", ""3979:A"", ""6138:A"", ""6546:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Wanning is in Madagascar.,cities,0,Wanning,cities::The city of Wanning is in Madagascar.,"[530, 2279, 3030, 3147, 3799, 6297, 7298, 7761]","[""530:A"", ""2279:A"", ""3030:A"", ""3147:A"", ""3799:A"", ""6297:A"", ""7298:A"", ""7761:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Wanzhou is in Jordan.,cities,0,Wanzhou,cities::The city of Wanzhou is in Jordan.,"[442, 1007, 2100, 2408, 2511, 2579, 2587, 3922, 4624, 5094, 5705, 5874, 5891, 6277, 7190, 7539]","[""442:A"", ""1007:B"", ""2100:A"", ""2408:B"", ""2511:B"", ""2579:A"", ""2587:B"", ""3922:A"", ""4624:A"", ""5094:B"", ""5705:B"", ""5874:B"", ""5891:A"", ""6277:A"", ""7190:A"", ""7539:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Warangal is in Ethiopia.,cities,0,Warangal,cities::The city of Warangal is in Ethiopia.,"[314, 347, 461, 570, 1137, 3248, 6089, 7466]","[""314:A"", ""347:A"", ""461:A"", ""570:A"", ""1137:A"", ""3248:A"", ""6089:A"", ""7466:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Weifang is in Mozambique.,cities,0,Weifang,cities::The city of Weifang is in Mozambique.,"[2651, 2708, 4580, 5277, 5419, 5658, 7321, 7808]","[""2651:A"", ""2708:A"", ""4580:A"", ""5277:A"", ""5419:A"", ""5658:A"", ""7321:A"", ""7808:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Wenzhou is in Cambodia.,cities,0,Wenzhou,cities::The city of Wenzhou is in Cambodia.,"[936, 1788, 2799, 3442, 4196, 4816, 6678, 7224]","[""936:B"", ""1788:B"", ""2799:B"", ""3442:B"", ""4196:B"", ""4816:B"", ""6678:B"", ""7224:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Winnipeg is in Morocco.,cities,0,Winnipeg,cities::The city of Winnipeg is in Morocco.,"[2212, 2261, 2568, 4697, 4714, 5071, 7178, 7344]","[""2212:B"", ""2261:B"", ""2568:B"", ""4697:B"", ""4714:B"", ""5071:B"", ""7178:B"", ""7344:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Wuzhou is in South Korea.,cities,0,Wuzhou,cities::The city of Wuzhou is in South Korea.,"[48, 103, 2088, 4097, 5670, 5679, 5697, 5963]","[""48:A"", ""103:A"", ""2088:A"", ""4097:A"", ""5670:A"", ""5679:A"", ""5697:A"", ""5963:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Xiamen is in Madagascar.,cities,0,Xiamen,cities::The city of Xiamen is in Madagascar.,"[2675, 4287, 4506, 4759, 5397, 6034, 7274, 7596]","[""2675:A"", ""4287:A"", ""4506:A"", ""4759:A"", ""5397:A"", ""6034:A"", ""7274:A"", ""7596:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Xiangtan is in Somalia.,cities,0,Xiangtan,cities::The city of Xiangtan is in Somalia.,"[458, 4900, 4980, 5234, 5837, 6149, 7026, 7858]","[""458:A"", ""4900:A"", ""4980:A"", ""5234:A"", ""5837:A"", ""6149:A"", ""7026:A"", ""7858:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Xiaogan is in Nigeria.,cities,0,Xiaogan,cities::The city of Xiaogan is in Nigeria.,"[1663, 2307, 3097, 3294, 3837, 5044, 5475, 7571]","[""1663:B"", ""2307:B"", ""3097:B"", ""3294:B"", ""3837:B"", ""5044:B"", ""5475:B"", ""7571:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Yangquan is in Mozambique.,cities,0,Yangquan,cities::The city of Yangquan is in Mozambique.,"[550, 1410, 1718, 1855, 4556, 4631, 5974, 6432]","[""550:B"", ""1410:B"", ""1718:B"", ""1855:B"", ""4556:B"", ""4631:B"", ""5974:B"", ""6432:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Yaounde is in Finland.,cities,0,Yaounde,cities::The city of Yaounde is in Finland.,"[1702, 2493, 2651, 2708, 3862, 4580, 5215, 5277, 5971, 6654, 6828, 7241, 7491, 7625, 7888, 7936]","[""1702:B"", ""2493:B"", ""2651:B"", ""2708:B"", ""3862:B"", ""4580:B"", ""5215:B"", ""5277:B"", ""5971:B"", ""6654:B"", ""6828:B"", ""7241:B"", ""7491:B"", ""7625:B"", ""7888:B"", ""7936:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Yerevan is in Uganda.,cities,0,Yerevan,cities::The city of Yerevan is in Uganda.,"[1752, 1779, 2093, 3013, 4897, 5357, 5367, 7096]","[""1752:A"", ""1779:A"", ""2093:A"", ""3013:A"", ""4897:A"", ""5357:A"", ""5367:A"", ""7096:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Yiwu is in Sweden.,cities,0,Yiwu,cities::The city of Yiwu is in Sweden.,"[323, 1056, 2462, 3015, 3351, 4137, 6529, 7894]","[""323:A"", ""1056:A"", ""2462:A"", ""3015:A"", ""3351:A"", ""4137:A"", ""6529:A"", ""7894:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Zapopan is in Burundi.,cities,0,Zapopan,cities::The city of Zapopan is in Burundi.,"[123, 463, 1455, 1766, 4707, 4708, 5356, 5965]","[""123:B"", ""463:B"", ""1455:B"", ""1766:B"", ""4707:B"", ""4708:B"", ""5356:B"", ""5965:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Zhabei is in Mali.,cities,0,Zhabei,cities::The city of Zhabei is in Mali.,"[1924, 4212, 4614, 4796, 5449, 6281, 6907, 7926]","[""1924:B"", ""4212:B"", ""4614:B"", ""4796:B"", ""5449:B"", ""6281:B"", ""6907:B"", ""7926:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Zhangjiagang is in Malaysia.,cities,0,Zhangjiagang,cities::The city of Zhangjiagang is in Malaysia.,"[692, 1600, 3022, 3050, 5745, 6075, 6537, 7210]","[""692:A"", ""1600:A"", ""3022:A"", ""3050:A"", ""5745:A"", ""6075:A"", ""6537:A"", ""7210:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Zibo is in Turkmenistan.,cities,0,Zibo,cities::The city of Zibo is in Turkmenistan.,"[1111, 2312, 2805, 5156, 5724, 6194, 7199, 7699]","[""1111:B"", ""2312:B"", ""2805:B"", ""5156:B"", ""5724:B"", ""6194:B"", ""7199:B"", ""7699:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Actinium has the symbol H.,element_symb,0,Actinium,element_symb::Actinium has the symbol H.,"[488, 869, 2010, 2650, 3470, 4264, 6023, 7657]","[""488:B"", ""869:B"", ""2010:B"", ""2650:B"", ""3470:B"", ""4264:B"", ""6023:B"", ""7657:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Aluminum has the symbol C.,element_symb,0,Aluminum,element_symb::Aluminum has the symbol C.,"[768, 1635, 1687, 2059, 2203, 2355, 2800, 3769, 3893, 4087, 4362, 4470, 4542, 4768, 4968, 5125, 5240, 6178, 6318, 6679, 6806, 6987, 7079, 7103, 7287, 7437, 7467, 7513, 7553, 7580, 7694, 7830]","[""768:A"", ""1635:A"", ""1687:A"", ""2059:A"", ""2203:A"", ""2355:B"", ""2800:A"", ""3769:B"", ""3893:A"", ""4087:A"", ""4362:A"", ""4470:A"", ""4542:A"", ""4768:A"", ""4968:A"", ""5125:A"", ""5240:B"", ""6178:A"", ""6318:A"", ""6679:A"", ""6806:B"", ""6987:A"", ""7079:A"", ""7103:A"", ""7287:A"", ""7437:B"", ""7467:B"", ""7513:A"", ""7553:B"", ""7580:A"", ""7694:B"", ""7830:A""]",32,32,generated_wrong_object_text_absent_from_source_atomic_metadata
Antimony has the symbol Ca.,element_symb,0,Antimony,element_symb::Antimony has the symbol Ca.,"[14, 535, 741, 2016, 2323, 2401, 2567, 2905, 3010, 3372, 4041, 4554, 5502, 5954, 7158, 7696]","[""14:A"", ""535:A"", ""741:B"", ""2016:B"", ""2323:A"", ""2401:B"", ""2567:B"", ""2905:A"", ""3010:A"", ""3372:A"", ""4041:B"", ""4554:A"", ""5502:B"", ""5954:A"", ""7158:B"", ""7696:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
Argon has the symbol Pr.,element_symb,0,Argon,element_symb::Argon has the symbol Pr.,"[375, 394, 1045, 1545, 1717, 1820, 1939, 2142, 2297, 2617, 2621, 2738, 2765, 2843, 2884, 3407, 3458, 3507, 3523, 3530, 3584, 3645, 4140, 4240, 4246, 4350, 4589, 5375, 5989, 6525, 6542, 6888, 6999, 7186, 7426, 7480, 7567, 7810, 7811, 7848]","[""375:A"", ""394:A"", ""1045:A"", ""1545:A"", ""1717:A"", ""1820:A"", ""1939:B"", ""2142:A"", ""2297:A"", ""2617:A"", ""2621:B"", ""2738:A"", ""2765:A"", ""2843:A"", ""2884:A"", ""3407:A"", ""3458:B"", ""3507:B"", ""3523:A"", ""3530:A"", ""3584:A"", ""3645:B"", ""4140:A"", ""4240:A"", ""4246:B"", ""4350:A"", ""4589:A"", ""5375:A"", ""5989:A"", ""6525:B"", ""6542:A"", ""6888:A"", ""6999:A"", ""7186:A"", ""7426:A"", ""7480:A"", ""7567:A"", ""7810:A"", ""7811:B"", ""7848:A""]",40,40,generated_wrong_object_text_absent_from_source_atomic_metadata
Astatine has the symbol Ca.,element_symb,0,Astatine,element_symb::Astatine has the symbol Ca.,"[172, 231, 264, 335, 1037, 1753, 2696, 3847, 3906, 4399, 4583, 4740, 4788, 5105, 5253, 5539, 5749, 6726, 6949, 7124, 7164, 7585, 7781, 7815]","[""172:B"", ""231:B"", ""264:B"", ""335:A"", ""1037:B"", ""1753:A"", ""2696:A"", ""3847:B"", ""3906:B"", ""4399:B"", ""4583:B"", ""4740:A"", ""4788:A"", ""5105:A"", ""5253:B"", ""5539:B"", ""5749:B"", ""6726:B"", ""6949:B"", ""7124:B"", ""7164:A"", ""7585:B"", ""7781:A"", ""7815:B""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
Barium has the symbol Kr.,element_symb,0,Barium,element_symb::Barium has the symbol Kr.,"[3146, 3870, 3911, 4145, 4974, 5657, 7305, 7636]","[""3146:B"", ""3870:B"", ""3911:B"", ""4145:B"", ""4974:B"", ""5657:B"", ""7305:B"", ""7636:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Beryllium has the symbol V.,element_symb,0,Beryllium,element_symb::Beryllium has the symbol V.,"[412, 532, 1200, 1467, 1545, 2297, 2745, 2884, 3055, 4064, 4340, 4794, 4818, 4854, 6542, 7720]","[""412:B"", ""532:B"", ""1200:B"", ""1467:B"", ""1545:B"", ""2297:B"", ""2745:B"", ""2884:B"", ""3055:B"", ""4064:B"", ""4340:B"", ""4794:B"", ""4818:B"", ""4854:B"", ""6542:B"", ""7720:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
Bismuth has the symbol Tl.,element_symb,0,Bismuth,element_symb::Bismuth has the symbol Tl.,"[1350, 2345, 2380, 3186, 4345, 5275, 5823, 7296]","[""1350:A"", ""2345:A"", ""2380:A"", ""3186:A"", ""4345:A"", ""5275:A"", ""5823:A"", ""7296:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Boron has the symbol H.,element_symb,0,Boron,element_symb::Boron has the symbol H.,"[221, 430, 538, 567, 843, 1092, 2388, 2641, 2811, 3031, 3094, 3387, 3623, 3809, 4024, 4632, 4874, 5221, 5720, 6552, 6597, 6605, 6630, 6700, 6915, 6988, 7131, 7151, 7369, 7439, 7485, 7737]","[""221:A"", ""430:B"", ""538:B"", ""567:A"", ""843:A"", ""1092:A"", ""2388:B"", ""2641:B"", ""2811:A"", ""3031:B"", ""3094:A"", ""3387:B"", ""3623:A"", ""3809:A"", ""4024:A"", ""4632:A"", ""4874:B"", ""5221:A"", ""5720:A"", ""6552:B"", ""6597:B"", ""6605:A"", ""6630:B"", ""6700:A"", ""6915:B"", ""6988:B"", ""7131:B"", ""7151:B"", ""7369:B"", ""7439:A"", ""7485:A"", ""7737:B""]",32,32,generated_wrong_object_text_absent_from_source_atomic_metadata
Bromine has the symbol N.,element_symb,0,Bromine,element_symb::Bromine has the symbol N.,"[447, 1255, 1393, 2938, 3313, 3444, 3926, 4073, 5028, 5677, 5794, 5940, 6259, 6399, 6929, 7213]","[""447:A"", ""1255:B"", ""1393:B"", ""2938:A"", ""3313:B"", ""3444:B"", ""3926:A"", ""4073:A"", ""5028:B"", ""5677:A"", ""5794:B"", ""5940:A"", ""6259:A"", ""6399:A"", ""6929:B"", ""7213:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
Cadmium has the symbol Pr.,element_symb,0,Cadmium,element_symb::Cadmium has the symbol Pr.,"[237, 419, 1366, 2699, 3575, 3618, 3829, 3872, 5586, 5606, 5695, 5910, 6421, 6731, 7182, 7845]","[""237:A"", ""419:A"", ""1366:A"", ""2699:A"", ""3575:A"", ""3618:A"", ""3829:A"", ""3872:A"", ""5586:A"", ""5606:A"", ""5695:A"", ""5910:A"", ""6421:A"", ""6731:A"", ""7182:A"", ""7845:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
Carbon has the symbol Lu.,element_symb,0,Carbon,element_symb::Carbon has the symbol Lu.,"[390, 428, 573, 765, 998, 1221, 1289, 2785, 3235, 3331, 4540, 5298, 5525, 5592, 6545, 7578]","[""390:A"", ""428:A"", ""573:A"", ""765:A"", ""998:A"", ""1221:A"", ""1289:A"", ""2785:A"", ""3235:A"", ""3331:A"", ""4540:A"", ""5298:A"", ""5525:A"", ""5592:A"", ""6545:A"", ""7578:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
Cerium has the symbol I.,element_symb,0,Cerium,element_symb::Cerium has the symbol I.,"[57, 237, 246, 348, 475, 858, 1054, 1366, 1975, 2049, 2392, 2531, 2644, 2665, 2974, 3111, 3381, 3829, 4320, 4357, 4517, 4742, 5068, 5273, 5499, 5606, 5786, 6638, 6918, 7015, 7658, 7666]","[""57:B"", ""237:B"", ""246:A"", ""348:B"", ""475:B"", ""858:B"", ""1054:B"", ""1366:B"", ""1975:B"", ""2049:A"", ""2392:B"", ""2531:B"", ""2644:A"", ""2665:B"", ""2974:B"", ""3111:B"", ""3381:B"", ""3829:B"", ""4320:B"", ""4357:B"", ""4517:B"", ""4742:B"", ""5068:A"", ""5273:A"", ""5499:B"", ""5606:B"", ""5786:A"", ""6638:A"", ""6918:B"", ""7015:B"", ""7658:B"", ""7666:A""]",32,32,generated_wrong_object_text_absent_from_source_atomic_metadata
Cesium has the symbol Ce.,element_symb,0,Cesium,element_symb::Cesium has the symbol Ce.,"[6, 547, 982, 1036, 1241, 1435, 2062, 3441, 3452, 3599, 3957, 4457, 4804, 5062, 5126, 5178, 5318, 5796, 6040, 6107, 6385, 6864, 7226, 7968]","[""6:B"", ""547:B"", ""982:B"", ""1036:A"", ""1241:B"", ""1435:A"", ""2062:B"", ""3441:B"", ""3452:B"", ""3599:B"", ""3957:B"", ""4457:B"", ""4804:A"", ""5062:B"", ""5126:A"", ""5178:B"", ""5318:A"", ""5796:B"", ""6040:B"", ""6107:A"", ""6385:A"", ""6864:A"", ""7226:B"", ""7968:B""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
Chlorine has the symbol Pt.,element_symb,0,Chlorine,element_symb::Chlorine has the symbol Pt.,"[82, 1634, 1954, 3420, 4758, 6326, 7528, 7821]","[""82:A"", ""1634:A"", ""1954:A"", ""3420:A"", ""4758:A"", ""6326:A"", ""7528:A"", ""7821:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
Chromium has the symbol Rb.,element_symb,0,Chromium,element_symb::Chromium has the symbol Rb.,"[745, 1377, 2278, 2639, 3652, 3704, 3707, 3988, 4673, 4690, 4730, 6351, 6453, 6553, 6641, 7322]","[""745:B"", ""1377:B"", ""2278:A"", ""2639:A"", ""3652:B"", ""3704:B"", ""3707:A"", ""3988:A"", ""4673:A"", ""4690:A"", ""4730:A"", ""6351:B"", ""6453:B"", ""6553:B"", ""6641:B"", ""7322:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
Cobalt has the symbol H.,element_symb,0,Cobalt,element_symb::Cobalt has the symbol H.,"[173, 566, 1151, 2216, 2341, 3119, 3436, 3568, 3594, 3666, 4030, 4107, 4298, 4358, 4430, 4454, 5106, 5476, 5790, 5938, 6043, 6064, 6245, 6646]","[""173:A"", ""566:B"", ""1151:B"", ""2216:B"", ""2341:B"", ""3119:B"", ""3436:A"", ""3568:B"", ""3594:B"", ""3666:A"", ""4030:A"", ""4107:A"", ""4298:B"", ""4358:B"", ""4430:B"", ""4454:B"", ""5106:B"", ""5476:A"", ""5790:B"", ""5938:A"", ""6043:A"", ""6064:B"", ""6245:B"", ""6646:B""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
Copper has the symbol La.,element_symb,0,Copper,element_symb::Copper has the symbol La.,"[722, 1288, 1571, 1983, 2072, 2201, 2256, 3332, 3847, 4061, 4144, 4306, 4399, 4505, 4715, 5081, 5095, 5252, 5570, 5732, 6196, 6312, 6489, 6588, 6651, 6726, 6899, 7124, 7264, 7535, 7803, 7896]","[""722:B"", ""1288:B"", ""1571:B"", ""1983:B"", ""2072:B"", ""2201:B"", ""2256:B"", ""3332:A"", ""3847:A"", ""4061:B"", ""4144:B"", ""4306:B"", ""4399:A"", ""4505:B"", ""4715:B"", ""5081:B"", ""5095:B"", ""5252:B"", ""5570:B"", ""5732:B"", ""6196:B"", ""6312:B"", ""6489:B"", ""6588:B"", ""6651:A"", ""6726:A"", ""6899:B"", ""7124:A"", ""7264:B"", ""7535:A"", ""7803:A"", ""7896:B""]",32,32,generated_wrong_object_text_absent_from_source_atomic_metadata
Dysprosium has the symbol I.,element_symb,0,Dysprosium,element_symb::Dysprosium has the symbol I.,"[6, 500, 642, 748, 982, 1187, 1241, 1508, 3039, 3431, 3856, 4193, 4370, 4464, 4761, 5062, 5081, 5095, 5599, 5698, 5743, 6489, 7264, 7330]","[""6:A"", ""500:A"", ""642:A"", ""748:A"", ""982:A"", ""1187:A"", ""1241:A"", ""1508:A"", ""3039:A"", ""3431:A"", ""3856:A"", ""4193:A"", ""4370:A"", ""4464:A"", ""4761:A"", ""5062:A"", ""5081:A"", ""5095:A"", ""5599:A"", ""5698:A"", ""5743:A"", ""6489:A"", ""7264:A"", ""7330:A""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
