r1_row_index,topic,entity_pair_id,statement,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering,global_truth,frozen_atomic_score,compound_trained_score
2246,animal_class,"animal_class::[""bison"",""camel""]",The bison is a cnidarian or the camel is a crustacean.,The bison is a cnidarian.,The camel is a crustacean.,0,0,FF,OR,AB,0,0.3630477343577783,-7.4873269174648005
2251,inventors,"inventors::[""Hans Goldschmidt"",""John Ambrose Fleming""]",John Ambrose Fleming lived in Finland or Hans Goldschmidt lived in Germany.,Hans Goldschmidt lived in Germany.,John Ambrose Fleming lived in Finland.,1,0,TF,OR,BA,1,2.3259460702470225,3.623137874477256
2256,element_symb,"element_symb::[""Copper"",""Nitrogen""]",Nitrogen has the symbol N or Copper has the symbol La.,Nitrogen has the symbol N.,Copper has the symbol La.,1,0,TF,OR,AB,1,-2.7948508207267264,14.773935960168748
2258,cities,"cities::[""Lianyungang"",""Puducherry""]",The city of Lianyungang is in China and the city of Puducherry is in Kuwait.,The city of Puducherry is in Kuwait.,The city of Lianyungang is in China.,0,1,FT,AND,BA,0,-1.329939123147162,-14.805578811615183
2268,inventors,"inventors::[""Chester Carlson"",""Ignazio Porro""]",Chester Carlson lived in Poland/Germany or Ignazio Porro lived in Italy.,Ignazio Porro lived in Italy.,Chester Carlson lived in Poland/Germany.,1,0,TF,OR,BA,1,2.8377605485791517,5.156193073414979
2269,inventors,"inventors::[""Albert Ghiorso"",""Alexander Graham Bell""]",Albert Ghiorso lived in the U.S or Alexander Graham Bell lived in Turkey/the U.S.,Alexander Graham Bell lived in Turkey/the U.S.,Albert Ghiorso lived in the U.S.,0,1,FT,OR,BA,1,2.6063887727045008,11.590042812401117
2275,cities,"cities::[""Kunming"",""N'Djamena""]",The city of Kunming is in Italy and the city of N'Djamena is in Ethiopia.,The city of N'Djamena is in Ethiopia.,The city of Kunming is in Italy.,0,0,FF,AND,BA,0,-2.0940380895836435,-19.390799508612755
2278,element_symb,"element_symb::[""Chromium"",""Radon""]",Chromium has the symbol Rb or Radon has the symbol Np.,Chromium has the symbol Rb.,Radon has the symbol Np.,0,0,FF,OR,AB,0,-7.140383682129986,-10.299220819893822
2293,sp_en_trans,"sp_en_trans::[""imaginar"",""tercero""]",The Spanish word 'tercero' means 'third' and the Spanish word 'imaginar' means 'star'.,The Spanish word 'imaginar' means 'star'.,The Spanish word 'tercero' means 'third'.,0,1,FT,AND,BA,0,-6.178981616523891,-12.208563225977072
2295,cities,"cities::[""Changshu"",""Nagoya""]",The city of Changshu is in Germany or the city of Nagoya is in the Dominican Republic.,The city of Changshu is in Germany.,The city of Nagoya is in the Dominican Republic.,0,0,FF,OR,AB,0,0.6227277539883694,-6.319353467001935
2308,sp_en_trans,"sp_en_trans::[""clase"",""conectar""]",The Spanish word 'clase' means 'class' or the Spanish word 'conectar' means 'to connect'.,The Spanish word 'conectar' means 'to connect'.,The Spanish word 'clase' means 'class'.,1,1,TT,OR,BA,1,3.753329268595077,21.894662323635135
2310,sp_en_trans,"sp_en_trans::[""ejemplo"",""gato""]",The Spanish word 'gato' means 'cat' or the Spanish word 'ejemplo' means 'example'.,The Spanish word 'gato' means 'cat'.,The Spanish word 'ejemplo' means 'example'.,1,1,TT,OR,AB,1,-1.4124568464102125,20.803865891920875
2311,animal_class,"animal_class::[""gorilla"",""hamster""]",The gorilla is a mammal and the hamster is a mammal.,The gorilla is a mammal.,The hamster is a mammal.,1,1,TT,AND,AB,1,7.516977572466272,5.774176259001663
2312,cities,"cities::[""Mianzhu, Deyang, Sichuan"",""Zibo""]","The city of Mianzhu, Deyang, Sichuan is in Azerbaijan and the city of Zibo is in Turkmenistan.","The city of Mianzhu, Deyang, Sichuan is in Azerbaijan.",The city of Zibo is in Turkmenistan.,0,0,FF,AND,AB,0,-7.911903296614696,-24.16006571655695
2315,element_symb,"element_symb::[""Boron"",""Osmium""]",Boron has the symbol B or Osmium has the symbol P.,Osmium has the symbol P.,Boron has the symbol B.,0,1,FT,OR,BA,1,-3.322153120953202,4.900353028503952
2316,sp_en_trans,"sp_en_trans::[""pagar"",""persona""]",The Spanish word 'pagar' means 'to pay' or the Spanish word 'persona' means 'person'.,The Spanish word 'persona' means 'person'.,The Spanish word 'pagar' means 'to pay'.,1,1,TT,OR,BA,1,8.233465496501468,25.564671047269922
2320,animal_class,"animal_class::[""raccoon"",""seagull""]",The raccoon is a bird and the seagull is a reptile.,The raccoon is a bird.,The seagull is a reptile.,0,0,FF,AND,AB,0,-6.198953922390961,-20.865480175032644
2322,sp_en_trans,"sp_en_trans::[""ejemplo"",""gato""]",The Spanish word 'ejemplo' means 'to see' and the Spanish word 'gato' means 'cat'.,The Spanish word 'gato' means 'cat'.,The Spanish word 'ejemplo' means 'to see'.,1,0,TF,AND,BA,0,3.525491102095301,-5.725014878642783
2323,element_symb,"element_symb::[""Antimony"",""Praseodymium""]",Antimony has the symbol Ca or Praseodymium has the symbol I.,Antimony has the symbol Ca.,Praseodymium has the symbol I.,0,0,FF,OR,AB,0,-9.048369732787657,-12.470842628142448
2325,cities,"cities::[""Qujing"",""Ufa""]",The city of Ufa is in Italy or the city of Qujing is in China.,The city of Ufa is in Italy.,The city of Qujing is in China.,0,1,FT,OR,AB,1,3.3676786832797325,14.003848561354133
2327,sp_en_trans,"sp_en_trans::[""invierno"",""mar""]",The Spanish word 'invierno' means 'family' and the Spanish word 'mar' means 'sea'.,The Spanish word 'invierno' means 'family'.,The Spanish word 'mar' means 'sea'.,0,1,FT,AND,AB,0,-2.9460945784278185,-14.284893958387435
2332,inventors,"inventors::[""John Callcott Horsley"",""William Kelly""]",John Callcott Horsley lived in India and William Kelly lived in the U.S.,William Kelly lived in the U.S.,John Callcott Horsley lived in India.,1,0,TF,AND,BA,0,4.735724578010197,-12.772540700285436
2334,inventors,"inventors::[""Joseph Glidden"",""Narinder Singh Kapany""]",Narinder Singh Kapany lived in India and Joseph Glidden lived in China.,Narinder Singh Kapany lived in India.,Joseph Glidden lived in China.,1,0,TF,AND,AB,0,2.985574637751224,-11.441655545678834
2336,sp_en_trans,"sp_en_trans::[""familia"",""vender""]",The Spanish word 'familia' means 'family' and the Spanish word 'vender' means 'son'.,The Spanish word 'vender' means 'son'.,The Spanish word 'familia' means 'family'.,0,1,FT,AND,BA,0,-10.534996809246453,-9.195632278637477
2339,cities,"cities::[""Kampala"",""Wenzhou""]",The city of Kampala is in Afghanistan or the city of Wenzhou is in China.,The city of Kampala is in Afghanistan.,The city of Wenzhou is in China.,0,1,FT,OR,AB,1,3.879490074267995,10.65753879072625
2354,inventors,"inventors::[""Hans von Ohain"",""Reginald Fessenden""]",Hans von Ohain lived in England and Reginald Fessenden lived in Canada/the U.S.,Reginald Fessenden lived in Canada/the U.S.,Hans von Ohain lived in England.,1,0,TF,AND,BA,0,7.285193261478799,-10.473471669093689
2356,animal_class,"animal_class::[""gorilla"",""llama""]",The llama is a mammal or the gorilla is a mammal.,The llama is a mammal.,The gorilla is a mammal.,1,1,TT,OR,AB,1,4.420862547349007,18.392200597788634
2357,cities,"cities::[""Changshu"",""Nagoya""]",The city of Nagoya is in Japan and the city of Changshu is in China.,The city of Changshu is in China.,The city of Nagoya is in Japan.,1,1,TT,AND,BA,1,12.405389425409977,14.989172761768733
2358,inventors,"inventors::[""Alan Turing"",""James Watt""]",Alan Turing lived in Japan or James Watt lived in Finland.,James Watt lived in Finland.,Alan Turing lived in Japan.,0,0,FF,OR,BA,0,-2.7730978369956385,-5.257852607104149
2359,sp_en_trans,"sp_en_trans::[""caer"",""rey""]",The Spanish word 'rey' means 'king' and the Spanish word 'caer' means 'sun'.,The Spanish word 'caer' means 'sun'.,The Spanish word 'rey' means 'king'.,0,1,FT,AND,BA,0,-2.461923455116423,-9.760164873999138
2365,cities,"cities::[""Algiers"",""Cochin""]",The city of Algiers is in Algeria or the city of Cochin is in India.,The city of Cochin is in India.,The city of Algiers is in Algeria.,1,1,TT,OR,BA,1,7.681796378461486,22.910646103687196
2370,inventors,"inventors::[""Hans von Ohain"",""Reginald Fessenden""]",Reginald Fessenden lived in Sweden and Hans von Ohain lived in Germany.,Reginald Fessenden lived in Sweden.,Hans von Ohain lived in Germany.,0,1,FT,AND,AB,0,3.371873671801563,-12.697858298180725
2374,cities,"cities::[""Jingmen"",""Tolyatti""]",The city of Tolyatti is in Russia or the city of Jingmen is in China.,The city of Jingmen is in China.,The city of Tolyatti is in Russia.,1,1,TT,OR,BA,1,8.08301846517224,20.193903040450916
2375,inventors,"inventors::[""Alan Turing"",""James Watt""]",James Watt lived in Finland and Alan Turing lived in Japan.,James Watt lived in Finland.,Alan Turing lived in Japan.,0,0,FF,AND,AB,0,-3.224421585057101,-27.098215120462605
2383,inventors,"inventors::[""Hans Geiger"",""James Starley""]",James Starley lived in the U.K and Hans Geiger lived in Finland.,James Starley lived in the U.K.,Hans Geiger lived in Finland.,1,0,TF,AND,AB,0,-1.2054942306966792,-13.450865034000088
2386,inventors,"inventors::[""Hans von Ohain"",""John Kay""]",John Kay lived in the U.K or Hans von Ohain lived in Germany.,John Kay lived in the U.K.,Hans von Ohain lived in Germany.,1,1,TT,OR,AB,1,2.7050926106440842,16.637877602197836
2388,element_symb,"element_symb::[""Boron"",""Selenium""]",Boron has the symbol H or Selenium has the symbol Se.,Selenium has the symbol Se.,Boron has the symbol H.,1,0,TF,OR,BA,1,-2.049412381013576,11.239976200765904
2390,element_symb,"element_symb::[""Lanthanum"",""Technetium""]",Lanthanum has the symbol Pr and Technetium has the symbol Tc.,Lanthanum has the symbol Pr.,Technetium has the symbol Tc.,0,1,FT,AND,AB,0,-1.451114243378834,-13.376193652064474
2403,sp_en_trans,"sp_en_trans::[""invierno"",""mar""]",The Spanish word 'invierno' means 'winter' and the Spanish word 'mar' means 'to save'.,The Spanish word 'invierno' means 'winter'.,The Spanish word 'mar' means 'to save'.,1,0,TF,AND,AB,0,-8.453832937692061,-4.613363357625582
2410,inventors,"inventors::[""George Devol"",""Guglielmo Marconi""]",George Devol lived in Hungary and Guglielmo Marconi lived in Italy.,George Devol lived in Hungary.,Guglielmo Marconi lived in Italy.,0,1,FT,AND,AB,0,5.030791361622409,-9.394531621779144
2411,cities,"cities::[""Mianzhu, Deyang, Sichuan"",""Zibo""]","The city of Zibo is in China and the city of Mianzhu, Deyang, Sichuan is in Azerbaijan.","The city of Mianzhu, Deyang, Sichuan is in Azerbaijan.",The city of Zibo is in China.,0,1,FT,AND,BA,0,-6.438487204348001,-13.21860482409537
2421,cities,"cities::[""Kunming"",""N'Djamena""]",The city of N'Djamena is in Chad or the city of Kunming is in Italy.,The city of N'Djamena is in Chad.,The city of Kunming is in Italy.,1,0,TF,OR,AB,1,3.1748480063164473,7.215663031634691
2428,sp_en_trans,"sp_en_trans::[""morir"",""mujer""]",The Spanish word 'mujer' means 'woman' and the Spanish word 'morir' means 'problem'.,The Spanish word 'mujer' means 'woman'.,The Spanish word 'morir' means 'problem'.,1,0,TF,AND,AB,0,-8.864042565861416,-7.581953572391704
2431,animal_class,"animal_class::[""goat"",""llama""]",The llama is a mammal or the goat is a reptile.,The llama is a mammal.,The goat is a reptile.,1,0,TF,OR,AB,1,2.7178962127709467,5.796330095295183
2432,sp_en_trans,"sp_en_trans::[""guardar"",""vecino""]",The Spanish word 'vecino' means 'wind' or the Spanish word 'guardar' means 'to pass'.,The Spanish word 'vecino' means 'wind'.,The Spanish word 'guardar' means 'to pass'.,0,0,FF,OR,AB,0,-9.05166892619439,-6.328210093446588
2436,animal_class,"animal_class::[""lobster"",""shark""]",The lobster is a arachnid and the shark is a cnidarian.,The shark is a cnidarian.,The lobster is a arachnid.,0,0,FF,AND,BA,0,3.7691324869162224,-9.257942570443367
2438,element_symb,"element_symb::[""Lanthanum"",""Technetium""]",Technetium has the symbol Tc and Lanthanum has the symbol Pr.,Lanthanum has the symbol Pr.,Technetium has the symbol Tc.,0,1,FT,AND,BA,0,-3.9993752994910516,-10.281222110705208
2446,inventors,"inventors::[""Carl Sontheimer"",""Elihu Thomson""]",Elihu Thomson lived in Austria/the U.S or Carl Sontheimer lived in the U.S.,Carl Sontheimer lived in the U.S.,Elihu Thomson lived in Austria/the U.S.,1,0,TF,OR,BA,1,5.112855514767415,3.4111975456184656
2450,animal_class,"animal_class::[""gorilla"",""llama""]",The llama is a mammal and the gorilla is a mammal.,The llama is a mammal.,The gorilla is a mammal.,1,1,TT,AND,AB,1,7.207177811173617,5.684048488434275
2458,sp_en_trans,"sp_en_trans::[""imaginar"",""tercero""]",The Spanish word 'imaginar' means 'star' or the Spanish word 'tercero' means 'sea'.,The Spanish word 'imaginar' means 'star'.,The Spanish word 'tercero' means 'sea'.,0,0,FF,OR,AB,0,-16.22086951120874,-9.314605141993626
2461,animal_class,"animal_class::[""bison"",""camel""]",The camel is a mammal and the bison is a cnidarian.,The bison is a cnidarian.,The camel is a mammal.,0,1,FT,AND,BA,0,-6.470990355642783,-21.144387347482596
2463,inventors,"inventors::[""Hans Geiger"",""James Starley""]",James Starley lived in Austria/the U.S or Hans Geiger lived in Germany.,James Starley lived in Austria/the U.S.,Hans Geiger lived in Germany.,0,1,FT,OR,AB,1,0.8913212242940293,0.8620543186644531
2469,sp_en_trans,"sp_en_trans::[""caer"",""rey""]",The Spanish word 'rey' means 'to pass' or the Spanish word 'caer' means 'to fall'.,The Spanish word 'caer' means 'to fall'.,The Spanish word 'rey' means 'to pass'.,1,0,TF,OR,BA,1,-3.2701647494537935,5.90898674486706
2471,inventors,"inventors::[""Daisuke Inoue"",""Hans von Ohain""]",Daisuke Inoue lived in Sweden or Hans von Ohain lived in England.,Daisuke Inoue lived in Sweden.,Hans von Ohain lived in England.,0,0,FF,OR,AB,0,3.5022058307568464,-2.101704279967888
2475,sp_en_trans,"sp_en_trans::[""enemigo"",""esposa""]",The Spanish word 'esposa' means 'list' and the Spanish word 'enemigo' means 'enemy'.,The Spanish word 'esposa' means 'list'.,The Spanish word 'enemigo' means 'enemy'.,0,1,FT,AND,AB,0,0.3245814421336673,-6.24229407397843
2478,cities,"cities::[""Bhopal"",""Kisangani""]",The city of Bhopal is in India and the city of Kisangani is in the Democratic Republic of the Congo.,The city of Bhopal is in India.,The city of Kisangani is in the Democratic Republic of the Congo.,1,1,TT,AND,AB,1,9.991021743525128,10.384340306070689
2484,animal_class,"animal_class::[""bison"",""camel""]",The bison is a mammal or the camel is a mammal.,The bison is a mammal.,The camel is a mammal.,1,1,TT,OR,AB,1,3.516904833640704,19.686410694008817
2487,animal_class,"animal_class::[""raccoon"",""seagull""]",The seagull is a bird and the raccoon is a bird.,The raccoon is a bird.,The seagull is a bird.,0,1,FT,AND,BA,0,-7.472585233781747,-16.28549730645125
2489,animal_class,"animal_class::[""lobster"",""shark""]",The shark is a fish and the lobster is a arachnid.,The shark is a fish.,The lobster is a arachnid.,1,0,TF,AND,AB,0,3.9439095390538528,-7.146497103893128
2495,cities,"cities::[""Kunming"",""N'Djamena""]",The city of Kunming is in China or the city of N'Djamena is in Ethiopia.,The city of N'Djamena is in Ethiopia.,The city of Kunming is in China.,0,1,FT,OR,BA,1,2.943300891665606,10.391541955644005
2501,cities,"cities::[""Agadir"",""Comilla""]",The city of Comilla is in Bangladesh or the city of Agadir is in Somalia.,The city of Agadir is in Somalia.,The city of Comilla is in Bangladesh.,0,1,FT,OR,BA,1,5.223321704023688,6.74070859447983
2506,cities,"cities::[""Tlaquepaque"",""Vladivostok""]",The city of Vladivostok is in Ghana or the city of Tlaquepaque is in Mozambique.,The city of Vladivostok is in Ghana.,The city of Tlaquepaque is in Mozambique.,0,0,FF,OR,AB,0,0.9934329061188529,-10.340034136110821
2508,inventors,"inventors::[""Charles Townes"",""Galileo Galilei""]",Galileo Galilei lived in Italy and Charles Townes lived in the U.S.,Galileo Galilei lived in Italy.,Charles Townes lived in the U.S.,1,1,TT,AND,AB,1,13.932739874294148,13.103805143870963
2514,inventors,"inventors::[""Ernest Swinton"",""Ernesto Blanco""]",Ernest Swinton lived in Poland/France and Ernesto Blanco lived in the U.S.,Ernesto Blanco lived in the U.S.,Ernest Swinton lived in Poland/France.,1,0,TF,AND,BA,0,5.42031419688936,-18.08536359760192
2516,cities,"cities::[""Tlaquepaque"",""Vladivostok""]",The city of Tlaquepaque is in Mozambique and the city of Vladivostok is in Ghana.,The city of Vladivostok is in Ghana.,The city of Tlaquepaque is in Mozambique.,0,0,FF,AND,BA,0,-3.230464968372906,-20.008709562866127
2520,inventors,"inventors::[""Joseph Glidden"",""Narinder Singh Kapany""]",Narinder Singh Kapany lived in India and Joseph Glidden lived in the U.S.,Narinder Singh Kapany lived in India.,Joseph Glidden lived in the U.S.,1,1,TT,AND,AB,1,11.533329500770012,5.127786579466427
2525,element_symb,"element_symb::[""Gallium"",""Molybdenum""]",Gallium has the symbol Pb and Molybdenum has the symbol V.,Gallium has the symbol Pb.,Molybdenum has the symbol V.,0,0,FF,AND,AB,0,-9.090650909881747,-32.50911271124319
2527,element_symb,"element_symb::[""Gold"",""Ruthenium""]",Ruthenium has the symbol Ru and Gold has the symbol Au.,Ruthenium has the symbol Ru.,Gold has the symbol Au.,1,1,TT,AND,AB,1,5.900439191786032,10.070219684983707
2530,inventors,"inventors::[""Charles Goodyear"",""Igor Sikorsky""]",Charles Goodyear lived in the U.S or Igor Sikorsky lived in Ukraine/the U.S.,Charles Goodyear lived in the U.S.,Igor Sikorsky lived in Ukraine/the U.S.,1,1,TT,OR,AB,1,3.0760856302833663,10.436597549519407
2531,element_symb,"element_symb::[""Cadmium"",""Cerium""]",Cadmium has the symbol Cd or Cerium has the symbol I.,Cadmium has the symbol Cd.,Cerium has the symbol I.,1,0,TF,OR,AB,1,-5.293083561919737,9.462790535317382
2533,element_symb,"element_symb::[""Argon"",""Neodymium""]",Neodymium has the symbol Te or Argon has the symbol Ar.,Argon has the symbol Ar.,Neodymium has the symbol Te.,1,0,TF,OR,BA,1,-6.065626081058498,12.532067497957124
